Date,Last Price,Volume,SMAVG (15),Last Price Demant,Volume Demant,SMAVG (15) Demant,Last Price Sonova,Volume Sonova,SMAVG (15) Sonova,Last Price SP,Volume SP,SMAVG (15) SP
1/24/2019,"286,9",449185,526918,"207,8",540356,531182,"184,72",230931,277623,"2704,1",1024765184,647106304
1/23/2019,"289,2",730387,523175,"207,2",649118,523262,"180,4",279787,288718,"2681,05",616716224,620752064
1/22/2019,"291,4",450239,500625,208,602665,503080,"181,19",325636,294225,2640,519764032,623805440
1/21/2019,"285,7",198914,491116,"206,4",355317,487202,"184,97",467533,286207,"2643,85",580761664,635302912
1/18/2019,"279,5",299733,498736,204,932674,486550,"186,01",332795,268941,"2664,76",639278912,648239552
1/17/2019,"279,8",361614,527726,204,519799,467333,"183,28",267524,264978,"2642,33",627699776,656485120
1/16/2019,"281,4",552167,550969,"209,8",537047,468372,"180,55",177964,266412,"2638,7",574077888,657144064
1/15/2019,"273,9",401299,539097,"207,8",472808,462818,"179,65",234512,272997,"2632,9",737565248,660697600
1/14/2019,"270,6",942752,543454,201,515399,464606,"180,5",192972,282188,"2670,71",784726656,651534528
1/11/2019,"275,6",754654,535264,"203,6",488732,471137,"181,39",264697,290619,"2635,96",625677696,649547968
1/10/2019,"277,6",409995,503841,"202,4",420127,469011,"179,6",235879,286284,"2616,1",608247680,660224256
1/9/2019,"276,8",692264,498709,"205,2",624134,476924,"177,91",157813,292500,"2610,3",597494208,652484032
1/8/2019,"276,1",763681,479717,"200,8",496641,462963,"178,51",288790,317117,"2582,61",601100736,764960640
1/7/2019,"265,3",454588,457767,"194,5",434578,458352,"179,01",317485,319345,"2596,26",543311936,794693312
1/4/2019,"260,7",442293,462194,"187,8",378331,470140,"177,27",390032,318140,"2596,64",625406400,820640128
1/3/2019,247,393050,453647,179,421567,489317,"175,33",397344,317513,"2584,96",629452160,829872832
1/2/2019,"255,6",392139,459301,"187,4",346384,499620,"171,85",362399,307674,"2574,41",662516928,842515904
12/28/2018,"243,3",307595,468135,"184,9",364488,512643,"165,4",205363,300619,"2549,69",692225792,845377408
12/27/2018,"241,7",313221,478190,"182,1",345539,545435,"164,21",208553,302976,"2531,94",774811392,840627968
12/21/2018,"244,6",734578,492788,"184,7",644418,565361,"162,91",273336,308521,"2447,89",762962304,833748992
12/20/2018,"239,6",710258,483784,"187,5",535390,757056,"160,28",289047,306826,"2510,03",637584256,822898752
12/19/2018,"258,1",374083,470742,"195,1",453730,758820,"161,97",276733,306075,"2506,85",627380992,826051648
12/18/2018,"256,1",466661,486876,"193,8",499628,776709,"159,19",372376,309053,"2485,74",600118848,833149312
12/17/2018,255,819903,498926,196,613366,780809,"156,8",319440,305796,"2488,83",754927744,854166208
12/14/2018,"250,1",283304,494343,"200,4",456845,796729,"159,54",199668,304204,"2467,7",785822336,860573632
12/13/2018,"249,3",333024,496218,200,538822,811338,"157,5",329123,305475,"2351,1",492144160,857825856
12/12/2018,"254,9",407376,497609,"202,4",414711,815126,"156,01",527072,303706,"2416,62",2284643328,900093248
12/11/2018,"249,5",434429,536988,200,427483,840938,"155,31",322210,317271,"2467,42",1047090880,782693440
12/10/2018,"250,6",520996,565923,"199,5",611396,867926,"160,53",299402,314722,"2506,96",932514432,757343360
12/7/2018,"245,2",314091,567003,"203,2",665981,866150,"156,51",380628,310107,"2546,16",763897024,731906368
12/6/2018,"243,8",477856,588413,"196,1",576124,857024,"159,09",249763,300617,"2545,94",819097984,721579136
12/5/2018,"245,3",524650,599934,"201,2",541727,856323,"160,53",256564,316933,"2599,95",705439552,686399360
12/4/2018,"239,3",458423,611643,"197,4",856366,873516,"161,92",240718,332249,"2650,54",620983872,676219072
12/3/2018,"237,8",532193,604663,"197,1",644431,863287,"161,92",291733,340652,"2651,07",671626880,685537728
11/30/2018,"230,3",599518,591436,"192,5",3519839,858458,"156,61",247906,355774,"2636,78",600208704,686688896
11/29/2018,"236,2",514624,570499,"197,7",561844,657567,"157,7",277791,377879,"2637,72",684878080,702554176
11/28/2018,227,616094,564823,"194,2",722078,661336,"161,92",321398,382959,"2633,08",733845504,703250944
11/27/2018,"233,2",647412,547446,"193,8",561120,677430,"157,05",323523,381788,"2695,95",915372544,701280320
11/26/2018,238,751156,517879,"196,5",852172,713934,"162,91",295564,398825,"2700,06",851039424,680940864
11/23/2018,252,311422,483862,198,675980,688218,"160,58",218724,404628,"2790,37",744605184,666209600
11/22/2018,"245,3",353897,485518,"194,6",595645,680906,"161,27",302596,410968,"2760,17",1126155264,660566400
11/21/2018,"241,7",998052,487817,"193,2",801887,674852,"160,28",730546,404737,"2737,76",523646400,623585344
11/20/2018,245,868466,444521,"191,1",832294,674228,"160,43",283980,373051,"2743,79",666839616,629621568
11/19/2018,"259,3",537197,401027,"196,7",584764,650005,"156,66",230173,370338,"2682,17",550959360,621767040
11/16/2018,"263,6",635228,386565,"200,8",529088,649447,"155,41",238274,373402,"2673,45",608988800,624993728
11/15/2018,"256,9",650676,371253,"196,5",565616,668412,"157,55",494502,375193,"2632,56",291401120,633896576
11/14/2018,"266,6",700283,354847,"200,4",799617,697243,"158,99",486301,360113,"2649,93",552735168,661159488
11/13/2018,"279,3",353734,331575,"200,4",702926,679932,"154,47",366772,345433,"2641,89",760763776,685030464
11/12/2018,"281,7",333775,340422,204,572005,700529,"149,85",518558,341038,"2690,73",688894400,693525696
11/9/2018,"287,2",285464,338769,212,506463,701280,"145,68",579479,328745,"2736,27",838188096,699483648
11/8/2018,"281,4",429490,350907,209,618382,707750,"149,01",353995,308359,"2730,2",695329984,701612480
11/7/2018,"274,9",355432,349481,207,963497,704780,"152,28",303835,304094,"2701,58",704285440,706454400
11/6/2018,"279,6",203914,363920,"215,4",1108673,691848,"152,04",579074,303714,"2722,18",610281344,713861760
11/5/2018,"282,6",240906,379665,225,466430,663998,"156,16",382608,296192,"2726,22",630070336,719513600
11/2/2018,"281,5",336263,407030,"224,6",566308,686614,"159,54",313832,288013,"2781,01",659956480,714317760
11/1/2018,"278,2",388373,437118,"221,8",504828,717370,"159,44",209119,288213,"2806,83",571440192,717667584
10/31/2018,"279,7",348611,448186,"216,8",792530,745060,"162,32",255258,289779,"2813,89",614189056,718515328
10/30/2018,"274,9",216061,476631,"212,2",468947,756560,"161,92",243292,291918,"2755,45",549022208,714846848
10/29/2018,274,320266,554684,"214,4",576392,815059,"163,91",276127,297974,"2738,31",599359680,714608640
10/26/2018,"270,4",405546,626296,"205,4",813561,892881,"164,11",265139,317105,"2723,06",742531136,711620736
10/25/2018,270,404586,626253,200,998084,869023,"167,38",268313,365082,"2740,37",700345408,710560064
10/24/2018,"272,6",351206,630154,"207,6",539952,827381,"167,04",266091,373210,"2711,74",910799488,722922112
10/23/2018,"273,9",486443,619821,"208,4",1011879,804237,"167,04",300850,388153,"2682,63",888192192,714066560
10/22/2018,"281,4",308968,604830,"215,2",583278,761255,"163,46",334159,409623,"2641,25",778263680,690516608
10/19/2018,"281,1",467536,608042,213,603515,773508,"160,83",273699,422966,"2658,69",870121024,675044544
10/18/2018,"282,8",408102,609658,"213,2",573823,809048,"159,09",290016,439126,"2705,57",767958464,654668672
10/17/2018,"273,7",572018,598330,"203,8",769522,806825,"155,56",298128,488422,"2656,1",815395456,639307456
10/16/2018,"280,8",440091,582982,205,690919,785977,"154,37",466247,497897,"2740,69",695059392,622101888
10/15/2018,"268,4",651382,568003,"200,2",805668,769645,"156,06",259929,486715,"2755,88",552132480,611561920
10/12/2018,"275,4",787580,549063,"210,8",1027659,746726,"155,96",316826,483738,"2767,78",710204224,610982720
10/11/2018,265,554389,654456,"200,6",920174,717273,"156,66",232618,477330,"2768,78",584156032,607093312
10/10/2018,"263,3",775284,647045,"202,2",965024,686718,"157,85",287341,473122,"2809,21",559161856,601233344
10/9/2018,"270,3",1386867,617680,"210,4",1346428,648246,"158,15",334134,473963,"2809,92",545449024,602118400
10/8/2018,273,1394447,561653,210,1743726,589996,"158,1",563091,459780,"2750,79",554540800,603061248
10/5/2018,"297,3",404889,491823,235,455700,498044,"155,36",984783,432977,"2767,13",726620992,604682240
10/4/2018,"295,4",463113,490978,236,373447,493196,"159,19",390234,375421,"2728,37",885777024,686312320
10/3/2018,"309,7",196210,476367,"246,4",192798,490503,"161,13",490242,361008,"2785,68",777965568,664364288
10/2/2018,"312,6",261571,482649,"246,8",367151,523764,"162,76",622902,353918,"2880,34",534942624,646623616
10/1/2018,"315,2",357147,495652,"248,6",767065,537380,"161,47",534302,329090,"2884,43",546183424,643749440
9/28/2018,"312,9",491785,493299,"241,4",1136611,503170,"167,48",516097,308839,"2885,57",564482816,640109440
9/27/2018,315,238173,482050,"248,2",540488,451587,"168,87",1029461,284777,"2901,61",537540096,634132608
9/26/2018,"316,3",341796,490165,"250,8",456803,452826,"184,92",440254,226297,"2925,51",557311872,633920192
9/25/2018,"320,6",215413,492369,"249,8",445937,469524,"187,6",298512,217347,"2923,43",536960128,631868352
9/24/2018,"317,2",367284,510992,"247,4",461881,475182,"197,33",215271,225254,"2924,59",543444736,627801472
9/21/2018,320,2368475,513618,252,585856,467082,"197,68",220711,228302,"2913,98",651863104,624134336
9/20/2018,"315,9",443226,372726,"254,8",461860,461572,"196,39",169502,229160,2914,496255872,615302336
9/19/2018,"315,7",334811,364883,"252,4",387944,461041,"194,01",299955,234934,"2905,97",572437760,617668480
9/18/2018,"315,4",546461,369916,"254,2",472667,482350,"195,05",121379,236923,"2915,56",559592000,620265856
9/17/2018,"323,2",346991,355823,256,364458,484242,"195,99",161045,252875,"2919,37",578856000,617749888
9/14/2018,"329,6",392211,364562,"258,8",382978,485040,"194,45",121443,258860,"2929,67",1951071872,617979968
9/13/2018,"329,5",243958,369884,"256,8",333048,494745,"192,27",174041,275947,"2930,75",556556352,515486912
9/12/2018,330,290440,401400,260,691707,504819,"193,11",383888,282176,"2907,95",511855968,507951808
9/11/2018,328,456609,457031,254,571390,496330,"194,25",250494,292338,"2904,31",491829920,503163360
9/10/2018,"326,4",321848,468565,256,253929,484710,"194,75",230535,293366,"2888,8",491583104,505679616
9/7/2018,"332,6",323053,487257,"256,8",362861,512470,"196,84",155161,302033,"2904,98",474830048,501294560
9/6/2018,331,359903,496284,"251,8",559077,536133,"198,68",152268,298627,"2904,18",534354304,497808544
9/5/2018,"330,3",374849,523302,"255,2",707266,562132,"199,77",305999,296824,"2888,92",526533856,486668096
9/4/2018,"337,4",494761,557738,"266,2",530813,650197,"200,07",417115,285763,"2887,89",475957248,483711744
9/3/2018,"340,4",406674,603007,"264,4",340378,656339,"197,43",260999,267451,"2877,13",488437312,479905664
8/31/2018,"333,1",255090,629840,"261,2",503207,663210,"194,8",233572,260270,"2871,68",519383136,482857952
8/30/2018,"334,2",325587,666357,262,453898,684443,"194,9",256115,257291,"2878,05",531748064,480360224
8/29/2018,"332,7",410312,699314,"262,4",707576,702256,"195,6",329786,251347,"2888,6",611398528,480076960
8/28/2018,335,335061,703236,"260,6",501048,711125,"193,26",360663,238969,"2896,72",521852576,467868192
8/27/2018,336,478068,704394,"260,6",376424,707640,"189,74",250822,230003,"2901,52",582307200,464083264
8/24/2018,"331,9",472054,710647,"257,4",528556,707864,"191,72",377751,227831,"2901,13",413676224,457729216
8/23/2018,"332,7",716694,720912,"257,8",484156,699402,"187,4",267479,212467,"2914,04",443529408,457101824
8/22/2018,"329,4",1124897,697262,"259,8",564366,697814,"182,68",536310,204254,"2897,52",440029280,453641344
8/21/2018,"306,5",629618,643711,"256,2",397095,695399,"178,11",265911,175374,"2896,74",529573888,454680864
8/20/2018,"306,4",602230,646349,259,670334,707818,"175,93",360541,164835,"2874,69",425807424,449073568
8/17/2018,"315,3",458467,620803,"260,8",717795,677739,"180,99",104078,148496,"2856,98",422539616,452153280
8/16/2018,"320,3",765169,609183,"265,8",949073,642618,"180,4",125215,149871,"2861,82",367247456,457901280
8/15/2018,311,891383,585391,"259,8",2028232,599259,"179,25",140091,150139,"2862,96",482188640,470317056
8/14/2018,"323,5",1173804,546810,"293,2",622951,478808,"180,2",142436,151428,"2857,05",418866304,486369888
8/13/2018,"321,5",809166,488743,292,443435,452630,"180,45",153273,156638,"2850,13",532721408,493988480
8/10/2018,"305,1",802845,451232,290,821709,434567,"177,12",188896,164400,"2840,69",481917536,495306976
8/9/2018,305,819938,417869,292,721094,399026,"177,37",166947,157344,"2818,37",527499040,505396480
8/8/2018,"308,8",469150,385577,292,840606,366476,"178,31",144119,157653,"2839,96",428267008,508527136
8/7/2018,"315,4",352433,380019,"303,8",448767,328854,"178,56",226173,161522,"2821,93",465078656,514978944
8/6/2018,"316,5",571861,388210,"303,4",379789,319633,"178,96",218247,159872,"2833,28",486996448,514913600
8/3/2018,"314,4",626025,372406,"305,2",401634,311685,"183,77",147295,153696,"2853,58",404265120,522079872
8/2/2018,"311,5",361948,359262,"309,4",460323,313216,"182,73",144274,150534,"2857,7",391622432,528954656
8/1/2018,"309,2",321621,364275,"303,8",528146,310875,"183,77",103110,151938,"2858,45",455622208,535173952
7/31/2018,304,669188,371011,"304,6",583383,302542,"185,76",107823,155024,"2850,4",445464096,536784352
7/30/2018,"308,1",219049,353809,315,219142,302442,"185,12",115465,156412,"2840,35",472003456,540310848
7/27/2018,"309,1",284169,363082,"316,2",190992,306910,"186,51",124697,158942,"2827,22",508759616,539215104
7/26/2018,"310,2",408280,376318,"315,2",298678,349895,"185,36",129233,164038,"2813,36",553483648,538331840
7/25/2018,"305,8",312673,369242,"311,4",221472,351568,"185,91",159438,166859,"2816,29",722981440,532451520
7/24/2018,304,302795,374684,"305,6",230286,374162,"184,77",220576,176031,"2802,6",533145056,514525504
7/23/2018,"301,4",246501,378103,"302,4",172484,387598,"181,59",269700,175534,"2818,82",552498944,511414272
7/20/2018,303,302411,383476,"302,4",288601,399465,"186,16",83057,172508,"2837,44",633260032,505564768
7/19/2018,"302,7",335549,403200,"295,8",232842,403784,"186,85",171594,174669,"2846,07",574458880,497763296
7/18/2018,"297,5",385782,422597,"294,6",276278,413261,"188,24",202151,189450,"2820,4",525043936,481868256
7/17/2018,298,475293,437941,293,310449,432309,"184,57",201413,188958,"2806,98",464098592,480162912
7/16/2018,"292,1",334800,452554,"288,6",260563,443430,"184,37",125607,188385,"2801,83",594490816,494912320
7/13/2018,"288,7",428865,456409,291,424604,449332,"183,82",99865,194925,"2804,49",507386688,491236608
7/12/2018,"292,3",437146,464519,"288,2",425202,437867,"184,77",165335,205729,"2815,62",484911968,496662336
7/11/2018,"286,7",422665,474177,"277,2",403154,437682,"181,34",149410,224925,"2809,55",479778208,503407168
7/10/2018,295,411158,477261,278,581886,439168,"181,79",128635,241580,"2798,43",498361696,515593280
7/9/2018,"294,5",358144,482600,"267,6",286154,437309,"182,53",153426,256021,"2801,31",455567200,555025536
7/6/2018,"294,3",482711,504517,268,835767,446477,"181,74",201124,261367,"2798,29",495510752,560924032
7/5/2018,"294,3",302132,554072,"255,4",323781,433949,"180,5",171549,265043,"2774,02",465278688,564494336
7/4/2018,"292,5",394307,626838,"254,4",560382,459734,"180,3",297017,264945,"2793,84",454090880,576456384
7/3/2018,"290,5",354079,622124,"253,8",431817,458969,"178,16",213134,256783,"2784,17",486476608,584707776
7/2/2018,"289,9",327092,612424,"253,6",350498,465395,"179,45",224296,256825,"2759,82",464756544,661873344
6/29/2018,"290,8",598273,605111,"256,8",353386,459267,"178,36",115477,257643,"2736,61",516237824,673381696
6/28/2018,"285,2",626515,598539,"254,2",374993,462994,"177,81",393315,266071,"2713,22",336033504,683330240
6/27/2018,"291,9",615928,573605,"257,6",561995,463569,"175,33",194774,271309,"2726,71",499463616,697153024
6/26/2018,"289,1",694490,562102,253,477273,474086,"174,88",192812,279989,"2718,37",685339776,697888256
6/25/2018,291,392626,534180,"253,4",349091,469457,"174,83",223701,289876,"2716,31",539355328,686269568
6/22/2018,"293,6",550513,531127,"256,4",252628,475988,"173,24",261934,289716,"2699,63",588772352,687367296
6/21/2018,"293,3",582026,531115,254,422426,620407,"176,67",453277,298593,"2723,06",586084352,687798528
6/20/2018,"290,8",468922,514452,253,425437,620900,"174,74",399236,287948,"2717,07",662570304,685270848
6/19/2018,"287,1",491240,510811,"246,8",554010,624027,"175,63",345243,275438,"2754,88",1089844992,676464512
6/18/2018,"283,9",686896,490503,"252,6",423667,611580,"173,44",233617,274831,"2749,76",544044928,639204928
6/15/2018,"284,3",1226036,467110,"256,6",647856,611516,"172,5",256257,282491,"2767,32",549065472,670523200
6/14/2018,282,1393630,404725,"258,4",710544,601623,"173,59",170078,280506,"2762,59",644709120,669715392
6/13/2018,"251,4",323597,340393,"252,8",548911,591279,"171,75",174598,293571,"2773,75",577861760,669279872
6/12/2018,"249,6",208574,350580,"244,2",528214,605375,"171,95",213760,338835,"2779,66",1643960064,660446912
6/11/2018,"247,4",217396,360016,244,258578,595448,"169,67",236568,340131,"2782,49",637381760,585277696
6/8/2018,"245,2",499694,378205,"241,8",409280,606278,"172,15",241889,350336,"2775,63",665465856,579071296
6/7/2018,"249,4",252507,399564,240,383631,636017,"175,23",471896,364436,"2786,85",543375424,568264576
6/6/2018,251,443382,411879,"240,4",719738,668874,"172,85",324970,383032,2782,510492032,563755840
6/4/2018,"248,7",275659,429267,"234,4",407847,677769,"175,08",341119,392556,"2779,03",511059840,567999424
6/1/2018,"244,8",346836,440389,"231,2",447052,699479,"174,04",221302,404035,"2770,37",555821056,564538048
5/31/2018,"243,1",550332,456661,"231,8",2418921,807953,"173,05",395079,426041,"2772,35",595241280,560020416
5/30/2018,245,332079,448967,"233,2",429820,686374,"172,4",293609,413576,"2748,8",548168896,556988352
5/29/2018,"241,3",414312,479885,"232,2",472330,679773,"173,84",211578,412352,"2746,87",530474880,554183808
5/28/2018,"243,2",186608,508740,"232,2",367318,674639,"175,18",336152,427048,"2734,62",530951968,552254464
5/25/2018,"245,5",336008,603513,"234,2",422694,706025,"173,24",348516,423278,"2705,27",1013818560,548916800
5/24/2018,"240,6",290262,599888,"230,8",499462,690779,"171,36",226474,417677,"2724,01",536948160,517265600
5/23/2018,"238,7",428649,614176,"229,6",555389,690150,"170,51",366049,418164,"2689,86",638176512,519619200
5/22/2018,"239,8",476408,615234,227,760347,687708,"170,86",853568,409877,"2721,33",445367200,510642592
5/18/2018,"240,7",350103,603507,"231,6",379315,657678,"173,44",233197,376833,"2727,76",516422432,514799360
5/17/2018,"242,6",490239,606294,"233,6",421022,663820,"174,29",389639,381430,"2733,29",544285248,520329504
5/16/2018,"243,3",820079,600909,"231,4",855371,653456,"174,14",453387,368777,"2724,44",503365312,524682144
5/15/2018,"245,1",437228,572800,231,876484,622505,"173,24",750841,351789,"2733,01",475744480,528305568
5/14/2018,247,704198,563789,234,853160,584160,"167,04",467828,324289,"2712,97",574145216,542898816
5/9/2018,"245,4",442499,529258,"237,6",733499,541811,"160,33",513311,307994,"2720,13",459139072,539226560
5/8/2018,"243,2",590911,533019,233,2074161,529718,"158,79",551392,287215,"2722,46",488057152,550508416
5/7/2018,"244,3",434925,516226,"257,4",595243,410715,"160,88",208104,267901,"2711,45",549760448,555232320
5/4/2018,"238,9",795851,513053,"245,2",330806,397436,"161,03",275242,272338,"2730,13",506100032,560354112
5/3/2018,"235,9",847127,479079,"243,8",395318,411737,"159,59",432018,269386,"2727,72",501534720,561043712
5/2/2018,"236,5",1608203,457683,"243,6",838102,429964,"164,06",279603,252130,"2723,07",480887392,574662208
5/1/2018,"221,1",281637,372175,246,194002,403100,"164,01",264495,251542,"2697,79",539050560,577878464
4/30/2018,"217,4",504590,377163,"241,2",490026,406265,"165,65",233786,253567,"2671,92",572252096,574828480
4/26/2018,"215,3",444512,380304,"242,2",518770,400542,"164,8",241745,252218,"2672,63",503527744,569779712
4/25/2018,211,300498,382828,"233,4",309887,394042,"164,06",357902,251474,"2663,42",507718304,570236160
4/24/2018,"212,9",391913,414754,"235,4",471452,417897,"169,82",302152,241827,"2629,73",599374720,569011008
4/23/2018,"212,7",409466,414654,"236,2",265558,423529,"165,74",199854,241605,"2635,67",609574848,563367744
4/20/2018,"210,7",398439,422481,"235,8",391103,442969,"164,35",198559,252928,"2654,8",557716864,554241344
4/19/2018,"211,4",302067,439906,"234,8",301311,447163,"165,84",338344,252460,"2648,05",694642624,556808192
4/18/2018,"213,9",186239,447130,238,217933,461466,"163,11",223405,244986,"2669,91",519061824,548144192
4/17/2018,"213,8",498902,460173,"234,6",552097,504803,"162,76",201628,245830,"2666,94",628367360,556003648
4/16/2018,"209,7",339024,449835,"229,4",289112,501279,"163,06",261680,247934,"2639,4",558914880,549474816
4/13/2018,"207,8",387326,461470,"226,8",396058,519384,"160,08",274652,246551,"2634,56",626587520,553820736
4/12/2018,"208,7",286239,447847,227,545333,513509,"160,23",230973,251825,"2670,29",516444640,554116032
4/11/2018,"203,2",526192,450784,227,668718,505878,"160,63",173170,253502,"2670,14",705811904,567272640
4/10/2018,"204,8",325583,450973,230,435142,500087,"159,39",270778,256179,"2693,13",529131104,569953920
4/9/2018,"202,6",356460,477631,"226,2",241476,495242,"158,1",294884,255430,"2708,64",493300864,580221632
4/6/2018,"202,5",551694,481694,"225,2",404186,505675,"157,45",213543,246991,"2706,39",496520320,593107072
4/5/2018,"204,9",482375,487734,"225,4",421268,500712,"155,41",230585,245881,"2677,84",510375008,604992128
4/4/2018,"202,1",779389,499563,"220,4",667715,487270,"152,68",213197,247036,"2656,3",489340288,618326144
4/3/2018,"212,6",390418,497205,226,555926,463261,"152,53",298816,245368,"2663,99",514725664,631316032
3/28/2018,"213,4",526869,507838,"224,2",557159,479119,"149,4",369710,234261,"2642,19",472679680,632988928
3/27/2018,"212,5",659810,,"222,8",454004,,,,,"2656,87",596218816,639461696
3/26/2018,"211,5",410434,,221,515864,,,,,"2613,16",564683200,642002240
3/23/2018,"213,6",381882,,222,867986,,,,,"2604,47",636953472,716273792
3/22/2018,"214,2",343827,,"228,6",499239,,,,,"2662,84",530434816,708328000
3/21/2018,"218,1",513546,,"234,8",560688,,,,,"2644,69",624103744,712159808
3/20/2018,"220,3",182983,,230,307931,,,,,"2614,45",631017024,710870272
3/19/2018,"220,3",330303,,229,430874,,,,,"2581,88",713793280,707900288
3/16/2018,"221,8",529020,,"231,6",581842,,,,,"2640,87",746031744,699021056
3/15/2018,"223,1",725451,,235,362471,,,,,2605,683146304,
3/14/2018,"221,8",417409,,232,397978,,,,,"2612,62",686582464,
3/13/2018,222,642296,,"230,6",329734,,,,,"2658,55",674796160,
3/12/2018,"222,6",659804,,"231,6",219645,,,,,"2588,26",710385984,
3/9/2018,"220,2",744027,,"231,4",307573,,,,,"2643,69",684188544,
3/8/2018,"218,3",549902,,"229,8",793795,,,,,"2711,93",539818624,
,,,,,,,,,,"2716,94",569771392,
,,,,,,,,,,"2712,92",634327104,
,,,,,,,,,,"2752,01",1678756352,
,,,,,,,,,,"2747,33",517766592,
,,,,,,,,,,"2749,48",587912192,
,,,,,,,,,,"2765,31",604760704,
,,,,,,,,,,"2783,02",586466816,
,,,,,,,,,,"2786,57",580604672,
