Date,Last Price,Volume,SMAVG (15),Last Price Demant,Volume Demant,SMAVG (15) Demant,Last Price Sonova,Volume Sonova,SMAVG (15) Sonova,Last Price SP,Volume SP,SMAVG (15) SP
3/1/2021,"527,6",223693,354704,"259,5",231515,458424,"219,7",156592,165972,"3811,15",961817664,622850112
2/26/2021,518,422658,354066,"253,9",466485,462243,"224,5",208064,167607,"3829,34",712863872,599489792
2/25/2021,"528,6",281454,342941,"258,8",269025,446085,"228,6",289860,165497,"3925,43",697584256,593115392
2/24/2021,"521,8",334954,342706,"257,9",338861,444798,"237,8",168329,162297,"3881,37",755513152,589760064
2/23/2021,"527,4",439975,339092,"251,4",281113,445447,"235,3",117643,179940,"3876,5",692050944,581403968
2/22/2021,"542,8",221926,331899,"254,6",194252,455548,"232,8",197805,181132,"3906,71",665244928,603461696
2/19/2021,"548,8",273290,336571,"258,6",334744,479063,"237,3",102098,179916,"3913,97",520398464,615563392
2/18/2021,"548,2",302789,339290,"258,1",282308,490832,"237,4",106135,184790,"3931,33",542976256,645383936
2/17/2021,"543,4",215614,347860,"262,9",299812,506617,"235,4",151263,191913,"3932,59",593684480,648556672
2/16/2021,549,271212,365259,"261,8",349659,515994,"240,6",146147,200767,"3934,83",458852288,653993152
2/15/2021,559,281726,367956,"267,3",313043,509936,"242,2",169516,205499,"3916,38",586186496,664833088
2/12/2021,"551,4",601599,377904,"265,3",378989,500063,"241,9",259760,216087,"3909,88",559418176,667139072
2/11/2021,515,650655,357946,"256,5",553497,495008,238,167641,218244,"3911,23",485445856,672810880
2/10/2021,"510,2",439030,338632,264,638487,487279,"240,4",108119,234430,"3915,59",573323008,685985088
2/9/2021,"514,8",359982,333232,"262,4",1944567,462591,"240,7",140606,241223,"3886,83",537391424,704574656
2/8/2021,"509,6",214132,354122,"234,8",288796,356803,"238,9",181122,241109,"3871,74",611413696,713960320
2/5/2021,"507,6",255781,355460,"235,2",224124,356353,"232,3",176409,242795,"3830,17",617247552,713517312
2/4/2021,"497,8",277924,358623,"231,2",249712,366672,"236,9",241868,243887,"3826,31",647254400,716271680
2/3/2021,"491,6",280743,359635,"225,9",348606,362198,"233,7",432972,246281,"3773,86",630171712,714028928
2/2/2021,"496,1",332083,366675,231,432631,357173,"223,3",135517,229998,"3714,24",1022917120,715336192
2/1/2021,"484,2",292008,365620,"221,7",546965,346154,"224,2",179568,228836,"3787,38",846769920,694213824
1/29/2021,470,314074,370863,"220,8",511285,324378,"226,4",175210,229641,"3750,77",967706368,692936768
1/28/2021,"484,1",431340,398889,229,519075,305725,"221,4",212971,230180,"3849,62",590568064,668676224
1/27/2021,"487,1",476590,406360,"235,3",440476,293675,"224,4",284080,233985,"3855,36",675231360,680081600
1/26/2021,"483,2",311673,402019,"236,4",258785,287700,"218,7",217122,234359,"3841,47",621451008,668371584
1/25/2021,493,430942,412968,"238,4",164951,295567,"215,4",328338,233308,"3853,07",620776704,654396928
1/22/2021,"483,8",302230,409130,"239,8",303159,308483,225,292118,224880,"3851,85",644495104,641603776
1/21/2021,"475,3",360952,402556,"238,6",437559,297617,"227,5",410437,218256,"3798,91",683059328,627251776
1/20/2021,"477,5",358020,396596,239,268174,279516,"227,1",210001,202154,"3768,25",852165952,595484096
1/19/2021,483,673338,385730,"239,5",357752,278843,"223,7",138906,198257,"3795,54",678176064,571336512
1/18/2021,"467,2",234201,353737,233,282037,275003,"224,4",206411,198584,"3809,84",604769152,564973824
1/15/2021,"464,5",303224,358597,"227,2",378906,280239,"227,5",192785,191777,"3801,19",658562752,574486912
1/14/2021,"468,9",293107,356772,"230,3",182614,279840,229,277786,188101,"3799,61",613612864,672885248
1/13/2021,"461,2",386348,370881,"226,5",273231,304310,"223,8",188714,174914,"3824,68",649780672,672089856
1/12/2021,461,316257,367011,"226,1",267334,311790,"225,7",118097,167664,"3803,79",706082176,670537024
1/11/2021,"462,7",370655,369079,"227,3",220337,316437,"224,2",191636,167972,"3748,14",827613888,665593984
1/8/2021,"475,6",734452,362295,"229,3",231486,327269,"224,6",183294,167157,"3726,86",603798400,657238528
1/7/2021,"476,3",543404,329035,"226,6",338328,346017,223,270052,174891,"3700,65",761648768,654911680
1/6/2021,472,411485,309882,"227,6",350840,372533,"221,3",289684,170852,"3756,07",499581056,645724800
1/5/2021,"489,8",475910,301712,"230,7",376793,373685,"224,4",201363,168630,"3732,04",411831424,658972928
1/4/2021,"493,9",373372,293191,"234,3",358692,376917,"229,3",201922,173186,"3727,04",428879456,668052544
12/30/2020,"487,2",203622,286257,"240,6",140165,366706,"227,8",192756,168575,"3735,36",429214688,678405952
12/29/2020,"494,7",271545,296387,"241,4",166056,364859,"230,9",168901,168797,"3703,06",206543744,689695936
12/28/2020,486,195026,303095,"241,6",258072,371368,"231,2",151544,171532,"3690,01",489952800,716918976
12/23/2020,485,193444,309860,"233,9",300160,374409,"232,5",143814,172456,"3687,26",582735360,724365888
12/22/2020,"489,8",307103,315539,236,360575,379855,230,104305,172912,"3694,92",747465152,728179968
12/21/2020,"479,9",275853,324124,230,372912,406224,231,137645,174530,"3709,41",2134538112,767374784
12/18/2020,"486,4",504743,359403,"231,8",549665,455012,"229,8",79985,178462,"3722,48",601682496,644687616
12/17/2020,"488,7",328295,353342,"232,2",385431,433342,"225,8",79962,185978,"3701,17",626487744,642268032
12/16/2020,"494,7",347276,345659,"234,6",337038,420318,"226,3",122720,193150,"3694,62",631936192,650930880
12/15/2020,485,268894,342427,"231,8",382829,413126,"221,2",179405,204137,"3647,49",702282304,649209664
12/14/2020,"493,5",235548,353240,"230,5",512698,409459,"224,8",299313,218663,"3663,46",568895488,644628864
12/11/2020,"492,5",256107,365883,229,736063,397583,"226,3",209457,212938,"3668,1",623846080,645264320
12/10/2020,"487,1",288942,372572,"222,9",368129,365250,223,256363,209106,"3672,82",698302656,645613568
12/9/2020,"485,1",348090,371413,221,425266,359803,"220,6",269699,206861,"3702,25",548025856,639405056
12/8/2020,"480,6",269372,371524,"216,7",205531,350365,"222,2",132758,209327,"3691,96",584180800,651103616
12/7/2020,477,355574,382370,"216,4",112456,360206,"221,9",196085,213530,"3699,12",598563904,647762048
12/4/2020,474,372159,390869,"216,5",263697,371784,"222,6",209926,217024,"3666,72",614889280,647254656
12/3/2020,"476,7",296500,398712,"216,4",303689,371501,"222,5",165410,231422,"3669,01",601656640,646625536
12/2/2020,488,278625,421757,"220,9",381839,383479,224,150651,239499,"3662,45",639946496,662576704
12/1/2020,"491,4",435883,455564,225,756118,400730,223,128565,254644,"3621,63",1335388032,699280960
11/30/2020,508,805030,509998,235,1104735,407729,"223,5",196628,265369,"3638,35",294230112,646108288
11/27/2020,"501,4",413834,502133,"218,7",224612,407733,223,192726,273520,"3629,65",565389248,667239488
11/26/2020,"486,3",213047,490931,"216,8",190074,413079,"223,4",187538,277713,"3635,41",756430016,678538944
11/25/2020,"482,4",298797,497352,"217,3",229156,424693,"226,7",287529,286745,"3577,59",606117888,666594240
11/24/2020,"473,1",431089,505454,"218,3",327824,438949,"225,1",397297,301434,"3557,54",633570944,668691008
11/23/2020,"481,2",425193,495813,"222,9",334557,441741,"223,7",213445,305310,"3581,87",578426944,682819520
11/20/2020,"474,5",356439,485695,219,251070,445123,"220,3",151976,303230,"3567,79",629084800,688247936
11/19/2020,"465,1",271569,484304,215,286416,462499,217,222675,304038,"3609,53",605174912,697940544
11/18/2020,"466,3",349745,495245,"216,6",283698,480505,"218,3",306700,302212,"3626,91",723504448,694894848
11/17/2020,480,432060,499494,"219,4",353150,508904,"221,3",195796,293562,"3585,15",534057344,685832384
11/16/2020,481,483063,495488,"226,3",286127,511069,"224,2",248501,294317,"3537,01",590952384,683046976
11/13/2020,"475,1",489803,484568,"222,1",259447,523734,"223,4",425886,293722,"3572,66",605452928,680339904
11/12/2020,"478,2",642175,477679,"224,4",483356,531481,228,286572,283512,"3545,53",840924032,674473728
11/11/2020,466,785731,453944,"226,9",640603,540776,"230,2",377831,291841,"3550,5",1190510464,651228480
11/10/2020,"461,7",1252401,435210,"227,1",861103,535966,"240,3",289436,276571,"3509,44",537798208,610176256
11/9/2020,"496,1",687042,374906,"234,3",1104801,553572,"233,8",318887,269462,"3510,45",611197632,615119936
11/6/2020,"494,8",245815,350946,"214,5",304808,508672,"237,9",255626,258236,"3443,44",734881216,607127808
11/5/2020,"499,5",309361,351525,"213,3",364285,505667,242,323015,253324,"3369,16",577259072,592268992
11/4/2020,"501,4",420318,345425,"216,4",442985,501404,"244,6",507873,247540,"3310,24",637569984,590473088
11/3/2020,"474,9",286481,328869,"208,9",369710,503733,"248,3",455432,223561,"3269,96",845497984,586832576
11/2/2020,460,273420,324638,"200,6",385285,562530,"229,2",182247,202157,"3310,11",659853376,568221696
10/30/2020,"459,7",335569,327902,"201,3",511708,557149,"229,6",164088,202634,"3271,03",774474624,558393536
10/29/2020,456,435685,355052,"200,3",556506,541428,"229,5",195288,204949,"3390,68",559489280,542594112
10/28/2020,"452,8",413493,341886,"205,1",709691,532340,"223,3",176945,201940,"3400,97",587566784,546746112
10/27/2020,"472,1",371964,334570,216,385618,501075,"218,1",207123,200168,"3465,39",492276704,544326976
10/26/2020,"473,4",319261,329207,"215,5",476108,493822,"217,5",239583,199260,"3453,49",550346624,550553792
10/23/2020,"479,7",386463,326243,"217,1",375646,487936,"216,2",272730,190998,"3435,56",517460288,553032512
10/22/2020,"486,3",286155,316221,"216,8",622781,481868,"219,2",411507,191074,"3443,12",492245312,570284096
10/21/2020,"491,3",504724,323055,"213,5",568449,463915,229,148790,178678,"3426,92",574726720,567856704
10/20/2020,"495,5",347834,317149,"214,5",1125197,460670,"230,1",182803,185129,"3483,81",611953280,569053888
10/19/2020,"500,8",327652,310321,204,431296,420593,"236,2",150489,186821,"3483,34",491315872,564615424
10/16/2020,"510,4",254488,317456,"203,4",259736,458363,"237,8",181945,187834,"3488,67",511998912,571641856
10/15/2020,"504,6",217870,325274,"205,5",300347,458484,"238,5",236252,193656,"3511,93",550320576,583106560
10/14/2020,"513,2",171983,335984,"204,7",477914,452517,"243,1",148189,194947,"3534,22",582962240,590608000
10/13/2020,"512,2",223007,348557,"201,6",1251673,437472,"244,8",134373,203000,"3477,13",566334848,609370304
10/12/2020,"511,6",322377,355502,209,304569,366721,"246,1",189405,244035,"3446,83",512431328,696514368
10/9/2020,509,742822,355286,"204,7",275886,368340,242,198809,244018,"3419,45",537482944,714007168
10/8/2020,"487,9",238190,359804,"205,8",420192,379893,"246,1",150158,239828,"3360,95",621769280,729082688
10/7/2020,"488,6",303762,366387,"198,3",240710,374405,"245,2",150358,243544,"3408,63",551280000,727757376
10/6/2020,486,291513,375917,200,276833,389258,248,193509,248796,"3348,44",585678784,732737920
10/5/2020,"495,6",274808,377248,"199,25",387814,390452,"243,2",115648,256647,"3380,8",587527744,734614080
10/2/2020,"486,7",236135,374887,"191,6",284619,376624,"243,8",273869,284990,3363,776233984,739392320
10/1/2020,"493,7",388661,377000,196,353489,372012,"239,7",225578,282687,"3335,47",455834240,732785216
9/30/2020,"480,8",416136,365876,"199,5",519780,362976,"233,9",245549,280786,"3351,6",592684544,758316672
9/29/2020,"486,4",245416,360049,"199,5",524040,349372,"238,1",208183,274821,"3298,46",545375744,771822848
9/28/2020,"484,7",434668,358460,198,997841,335101,236,165691,269803,"3246,59",596712640,790215040
9/25/2020,"466,4",371769,344958,"179,95",261557,284188,"236,7",269273,274167,"3236,92",683969984,794127552
9/24/2020,"465,2",378509,352602,"179,25",210839,282798,"233,6",255613,266692,"3315,57",662841216,785704448
9/23/2020,"473,3",360580,348479,"186,15",252243,282875,"233,1",268985,260594,"3281,06",864396864,792547968
9/22/2020,"473,1",327178,350155,"183,6",190400,292668,"234,6",749899,257902,"3319,47",1873495808,769991744
9/21/2020,474,319141,350877,183,328855,303510,"205,1",189145,216400,"3357,01",774823872,680712256
9/18/2020,"491,9",810598,354869,185,449181,321388,"205,6",135960,220730,"3385,49",763615744,661344448
9/17/2020,"482,1",336938,319701,"187,35",337873,306306,"209,9",205896,228905,"3401,2",601889152,641132992
9/16/2020,"479,1",446711,315564,"186,4",463506,305098,"207,1",229149,233468,"3383,54",625988224,637935360
9/15/2020,"472,8",311472,307668,"191,1",294749,300382,"211,5",311263,233122,"3340,97",613821888,634312448
9/14/2020,"460,7",239395,298228,"190,15",180392,310071,"220,2",540790,225318,"3339,19",659201216,624109888
9/11/2020,"457,5",267824,300999,189,215432,324148,"222,4",239337,200199,"3398,96",677126720,613726656
9/10/2020,"454,5",221810,309534,"186,9",217950,328859,"221,6",197061,199593,"3331,84",838806272,598846528
9/9/2020,"452,8",328732,326682,"187,95",315715,342185,"220,2",156070,197979,"3426,96",795277504,575580352
9/8/2020,"444,3",221574,359116,"185,45",309976,357692,"217,7",132906,202481,"3455,06",821258432,551258496
9/7/2020,"451,9",232134,371676,"190,9",234145,397880,"217,7",231156,206997,"3580,84",655400192,527991232
9/4/2020,"438,9",486430,375118,"184,65",240717,426652,"213,7",157149,203801,"3526,65",557623808,519814752
9/3/2020,454,316669,360085,"189,5",211996,428223,"210,7",164151,204231,"3500,31",765493696,526237888
9/2/2020,"460,3",385724,362641,"192,85",399137,434097,"209,1",228603,209180,"3508,01",526053760,514940960
9/1/2020,"449,9",338007,357062,"185,5",353022,445164,"213,3",127361,208838,"3484,55",534303744,515185120
8/31/2020,"451,9",379011,348737,"186,2",597032,442509,"207,6",254096,225688,"3478,73",484306016,515519168
8/28/2020,"443,8",283081,336876,"184,45",222951,420221,"209,4",258586,232200,"3443,62",460443968,521322560
8/27/2020,"448,5",274887,333058,187,319750,419381,"219,6",274342,227953,"3431,28",553925056,527428640
8/26/2020,"446,2",328264,335758,"186,85",392770,418023,211,223955,223190,"3397,16",571644032,529634368
8/25/2020,"435,8",169875,336787,"188,7",440079,412983,"211,1",194214,218871,"3385,51",460783584,554634880
8/24/2020,"433,8",280958,344913,"184,9",391545,402979,"213,4",163998,213283,"3374,85",503452704,560267200
8/21/2020,"435,1",395851,336484,186,286105,391129,"213,7",230254,212271,"3389,78",453925248,563960000
8/20/2020,"435,2",479030,328694,"186,05",417829,399204,"213,2",172844,205814,"3381,99",489813824,566038848
8/19/2020,"435,6",815252,311213,"189,8",548323,391923,"213,1",223597,211042,"3372,85",430449280,570357632
8/18/2020,"410,1",409974,274581,"190,45",912797,373117,"213,5",200650,208078,"3373,43",472249664,579882624
8/17/2020,"409,8",283762,264292,"201,6",665732,327716,"210,9",183221,210504,"3380,35",532752768,590363648
8/14/2020,"404,4",260923,261877,"201,8",264270,299819,"212,9",163586,211549,"3333,69",653971008,591499968
8/13/2020,404,355014,257394,"205,8",300112,302534,216,238399,212663,"3360,47",596039872,587507328
8/12/2020,"409,9",302041,243606,"210,3",565147,293427,"210,8",223465,212399,"3351,28",529715840,583982400
8/11/2020,"403,5",213139,236601,205,313186,267062,"213,1",380111,207307,"3349,16",539314688,589551936
8/10/2020,"396,1",201088,240542,"199,5",262719,259963,"216,2",351775,193822,"3327,77",571356928,588023744
8/7/2020,"403,6",225818,241218,"198,2",210352,261593,"215,8",194886,183982,"3306,51",552035328,594092352
8/6/2020,"399,6",315377,234738,"193,2",299372,258375,"213,7",202888,179555,"3294,61",587010880,600101440
8/5/2020,"394,6",343703,230807,"191,7",317178,255351,"210,9",159173,173856,"3271,12",946651264,605603072
8/4/2020,"382,6",291760,222459,"190,7",290015,265412,"206,8",110398,176940,"3246,22",545268672,579285760
8/3/2020,"396,5",154534,216390,"199,1",213797,262083,210,148819,180020,"3258,44",558845184,584166272
7/31/2020,"385,5",279002,218701,"195,4",407238,263272,"205,8",133397,180485,"3218,44",485107264,586418432
7/30/2020,"386,5",216805,211460,"196,15",308613,250512,"206,6",251265,185966,"3239,41",554595776,592385152
7/29/2020,"394,1",265776,212662,"199,45",266221,249199,"205,2",179131,189915,"3215,63",573324672,596772928
7/28/2020,"389,2",255645,214119,"196,55",231783,246405,211,237047,191080,"3235,66",629465024,597743104
7/27/2020,"384,7",247523,223008,"195,65",247279,249245,"205,6",198902,183977,"3276,02",549796672,596544832
7/24/2020,"380,4",193684,222804,"195,3",305002,261071,"207,5",180292,180267,"3257,3",594082176,613450816
7/23/2020,"390,1",148195,225024,"195,75",163496,257964,"212,7",234440,182158,"3251,84",543165376,614710784
7/22/2020,"392,3",196969,234955,"196,85",169673,268110,"207,4",147075,177508,"3224,73",613258816,680997248
7/21/2020,"391,7",272245,235611,196,206704,289627,"207,1",177836,182446,"3215,57",516392544,684210496
7/20/2020,"389,6",211238,239301,"196,6",287172,299628,"203,8",204180,191967,"3226,56",662385856,702383424
7/17/2020,"379,3",128612,246824,"191,15",162088,309343,"209,9",128475,190237,"3197,52",642171840,705425472
7/16/2020,"377,2",256420,256563,191,254003,331451,211,117404,194223,"3155,22",669535104,709888960
7/15/2020,383,218473,265217,"196,3",468101,369426,"211,1",205434,197330,"3185,04",551891776,816123200
7/14/2020,373,200729,268687,"186,45",240073,364625,"209,9",156598,200570,"3152,05",618475904,822409344
7/13/2020,"377,3",189198,277370,"188,8",231641,402870,"205,7",155804,205072,"3169,94",592628160,824176192
7/10/2020,"375,5",170381,291303,"185,4",215833,404780,206,215607,214047,"3145,32",574607296,838516096
7/9/2020,"379,4",234835,321724,"186,55",288913,427812,"208,8",310504,223247,"3179,72",620412544,852594240
7/8/2020,"376,5",287645,328550,"184,75",224319,447404,"198,3",196603,226821,"3130,01",587877760,864657920
7/7/2020,"370,4",388972,330826,"184,5",274372,487448,"202,1",130501,234233,"3115,86",611490944,888605248
7/6/2020,"375,4",244469,337039,"188,55",424678,502111,"199,7",143248,235207,"3100,29",803385920,899259072
7/3/2020,"367,9",226973,347648,"181,85",258396,511709,200,208659,241618,"3053,24",612981440,893262912
7/2/2020,"365,6",297163,357321,181,315690,523289,"197,65",164689,238705,"3009,05",1537463296,906050176
7/1/2020,"358,5",206817,365995,176,492427,549196,"200,3",221141,240930,"3083,76",661457088,871231424
6/30/2020,"353,4",327592,378273,"174,9",356708,554108,"202,8",320660,243080,"3050,33",788986752,879465536
6/29/2020,"360,2",324084,405424,"174,9",432907,566999,"192,5",178225,234680,"3131,29",708016512,871141824
6/26/2020,"357,5",274688,427122,"177,7",493699,599577,"195,6",188270,237796,"3117,86",709123712,866524032
6/25/2020,"355,2",386242,454675,178,823626,602383,"191,45",164013,246736,"3097,74",2263049216,855215296
6/24/2020,"361,9",270515,479171,184,396088,576996,"189,15",254030,253611,"3115,34",646183296,811484672
6/23/2020,"368,1",330972,513687,"187,5",813759,580591,"190,9",224119,256720,"3113,49",644978624,814520128
6/22/2020,"364,6",398202,1144617,"188,6",260291,591153,"193,65",290429,258106,"3124,74",807726848,820858432
6/19/2020,"370,2",626693,1177782,"191,9",561302,627288,"190,85",353609,256150,"3066,59",785779904,817532992
6/18/2020,"358,5",337223,1188147,"185,65",582805,651984,"188,9",364125,248937,"3041,31",801367168,795301568
6/17/2020,"365,5",321779,1215763,"190,9",824970,666090,"197,95",307781,241620,"3002,1",947088320,780916800
6/16/2020,356,482176,1230629,"186,35",494318,669683,"198,85",145105,244995,"3190,14",771297984,757078208
6/15/2020,"347,8",403606,1227793,182,568644,700915,"202,8",239415,273254,"3207,18",713443264,744392448
6/12/2020,"351,8",372058,1245149,183,432097,712864,"202,2",164961,286215,"3232,39",804790528,750198464
6/11/2020,"351,8",427284,1266651,"179,5",704303,750785,"204,6",198067,303083,"3193,93",1015182144,764835264
6/10/2020,"358,8",390986,1280743,"188,3",566110,764133,"202,1",253392,315358,"3112,35",784969088,744257600
6/9/2020,"359,7",734850,1301643,"191,2",550061,782283,"197,04",194665,315231,"3122,87",664131072,742682368
6/8/2020,"366,7",649558,1298286,"190,15",921586,780222,"197,04",224952,330067,"3080,82",638748992,738101888
6/4/2020,"364,6",687987,1300823,"192,3",535788,757819,"195,25",322371,352499,"3055,73",539492672,735226752
6/3/2020,"362,3",753670,1302918,"190,6",442813,762198,"202,75",267142,378562,"3044,31",1607090432,737037376
6/2/2020,"359,9",788257,1295861,"187,05",450024,771521,"204,14",300671,392713,"3029,73",691715328,671106432
5/29/2020,"361,7",9794930,1298328,"189,3",972176,808822,"208,21",244900,393191,"3036,13",740053184,664767872
5/28/2020,"350,1",895668,688889,"187,9",802319,802718,"208,41",261101,407303,"2991,77",757844800,656320256
5/27/2020,"337,2",782169,664879,"182,5",931743,795901,"209,01",245413,412742,"2955,45",452308576,649186368
5/26/2020,"350,1",751470,643722,"188,3",794394,755714,"209,7",254371,419689,"2948,51",585595392,662866240
5/25/2020,"357,4",544761,655920,"185,5",878868,750680,"206,23",358393,424277,"2971,61",589509696,694620992
5/20/2020,"344,9",439644,727948,"178,1",962802,806512,"209,11",568994,415815,"2922,94",581011264,710411904
5/19/2020,"337,9",663940,737823,168,747872,782445,"204,64",433834,396669,"2953,91",800533504,716407232
5/18/2020,"330,6",694588,722227,170,1000923,759445,"197,68",417983,395133,"2863,7",1024342720,703758656
5/15/2020,"320,2",638671,701365,"165,15",904522,716020,"206,32",382195,395475,"2852,5",706517120,683379648
5/14/2020,"318,6",704474,690593,"160,5",838349,678925,"210,89",251474,399001,2820,761340544,681457600
5/13/2020,"334,6",684508,667261,"166,8",519148,672607,"202,55",417217,406978,"2870,12",595423616,675293120
5/12/2020,"338,8",687608,647348,"169,7",585549,706163,"206,23",561422,423473,"2930,32",595622528,685399616
5/11/2020,"351,7",719417,635446,"172,85",601464,727001,"202,45",713314,413057,"2929,8",566651776,692810240
5/7/2020,"340,8",647804,641461,"171,8",582658,763394,"193,66",479413,378878,"2881,19",618126080,719005760
5/6/2020,"333,3",825271,644317,"170,45",1009541,801870,"183,48",307847,364744,"2848,42",596637760,728027520
5/5/2020,"313,6",653335,650928,"158,6",880623,811582,"179,06",456578,360640,"2868,44",613338368,736964160
5/4/2020,"298,1",535524,661515,"150,35",700054,841567,"186,71",342678,342581,"2842,74",650836160,745649920
5/1/2020,"296,9",464822,670336,"158,4",328943,835621,"190,48",349615,334290,"2830,71",657506880,750335040
4/30/2020,"311,3",934430,681432,"162,75",718887,881960,"190,08",323205,326260,"2912,43",1061916416,770593152
4/29/2020,315,1625189,654029,"163,4",1716349,908437,"185,46",231450,329399,"2939,51",826374144,753200512
4/28/2020,"335,9",587761,596143,"169,5",601800,872613,"186,9",281805,338284,"2863,39",670940928,762691648
4/27/2020,"334,5",430000,611082,164,402865,879114,"184,82",410793,353582,"2878,48",610804544,787483712
4/24/2020,"331,1",381660,655709,160,349542,911042,"179,95",423119,357921,"2836,74",718657728,808469248
4/23/2020,"336,4",477089,702183,"165,3",348102,973244,"172,4",435088,350622,"2797,8",677686464,820224256
4/22/2020,"325,1",354493,713824,"162,35",743582,1000724,"173,15",371128,344666,"2799,31",668873152,835662272
4/21/2020,"329,9",385820,730822,169,1022479,1000123,"177,81",664645,342036,"2736,56",747021632,872629760
4/20/2020,"333,6",509081,755164,"166,7",898131,999805,"181,49",405182,335406,"2823,16",706781952,879903552
4/17/2020,"327,7",809639,774904,"165,5",1147349,1012477,"176,18",200624,335760,"2874,56",959584384,893896064
4/16/2020,323,690642,785221,"165,45",1159800,1003020,"174,34",267409,349938,"2799,55",753452480,903446144
4/15/2020,"316,4",924441,796780,"163,3",1155226,992978,"175,63",246287,360509,"2783,36",730687040,936531328
4/14/2020,"323,8",812136,828326,163,1330389,1004340,"174,64",185683,370369,"2846,06",743625344,968969280
4/8/2020,"316,6",667834,856760,"151,4",610878,991518,"173,74",218317,384779,"2761,63",721112256,994650560
4/7/2020,"320,3",631262,918583,"149,75",1024017,1020722,"177,22",229160,402101,"2789,82",961378944,1060736256
4/6/2020,"308,1",523387,934926,"143,65",1116051,1022851,"174,04",370298,433463,"2749,98",801026816,1071895040
4/3/2020,"290,3",756902,987212,"138,75",1178984,1066993,"171,31",364717,448523,"2659,41",968741248,1106047488
4/2/2020,"289,5",811851,1008751,"147,4",699319,1067327,"168,87",511285,480828,"2663,68",1042822144,1130383616
4/1/2020,293,1099396,1048366,149,881774,1093026,"177,32",475880,491818,"2488,65",925587136,1150252032
3/31/2020,"303,8",1078767,1045397,"150,6",1282577,1103726,"176,03",313625,510259,"2526,9",894982912,1180394624
3/30/2020,"282,9",651716,1022572,"146,4",760303,1101863,"173,84",345747,529280,"2470,5",909257024,1216216192
3/27/2020,280,609450,1038946,"140,9",734562,1131624,"169,72",331681,555185,"2584,59",1223385216,1230415232
3/26/2020,"286,9",750954,1046719,"145,6",1017711,1130004,"162,76",565200,600785,"2626,65",856128704,1226146176
3/25/2020,"270,6",805189,1049778,"140,2",1088221,1096226,"155,02",410482,648220,"2541,47",916669312,1256452480
3/24/2020,"254,6",964381,1048231,"140,7",1005491,1056213,"161,92",413297,676363,"2630,07",1102835584,1266651520
3/23/2020,"248,1",864041,1038414,"138,85",1009162,1025611,"165,99",425982,717500,"2475,56",1249729920,1253839360
3/20/2020,"267,7",1397628,1039197,"145,45",1325666,1032307,"173,24",394177,735600,"2447,33",1217256320,1227381888
3/19/2020,"252,2",1238638,1001877,145,1138048,999199,"171,36",401834,760528,"2237,4",1128845312,1222663296
3/18/2020,245,1595190,955505,"149,8",1048942,951105,"170,96",478151,785417,"2304,92",1712397312,1222435328
3/17/2020,"238,4",876403,899193,"142,3",1055950,907184,"169,67",699585,804649,"2409,39",1128760320,1219199616
3/16/2020,"252,6",1307669,878224,"143,55",1778186,863565,"159,83",596208,810709,"2398,1",1313314176,1219681920
3/13/2020,"272,8",1079989,823670,"158,75",1183993,767661,"159,04",849284,803041,"2529,19",1333783040,1187900032
3/12/2020,"286,7",1406074,778493,"158,95",1084801,714361,"146,92",676131,794741,"2386,13",1340847360,1158360960
3/11/2020,"320,1",1054863,719257,"180,2",1042281,662295,"158,44",752503,787832,"2711,02",1377727488,1121711616
3/10/2020,340,736391,676426,"189,9",1254633,632129,"159,09",598941,786895,"2480,64",1432305024,1075231232
3/9/2020,"349,2",897331,644888,"194,95",1206714,564778,"158,79",734323,783955,"2741,38",1122243456,1015688384
3/6/2020,"369,7",726041,604632,"203,2",710255,501970,"156,51",1015678,762112,"2882,23",1159349120,972155456
3/5/2020,"370,2",796846,597441,"207,2",511046,471604,"169,87",1276722,723462,"2746,56",1310723072,931092096
3/4/2020,"372,7",781976,579109,"211,8",488030,471008,"185,26",832634,678112,"2972,37",1069655936,875500928
3/3/2020,"385,6",817134,552541,"213,7",546458,452292,"188,64",1030343,643890,"3023,94",910652800,838586240
3/2/2020,"376,5",875782,538171,"212,5",1109608,442667,"207,32",697480,597073,"3130,12",852867200,813578304
2/28/2020,375,837831,498778,"206,5",829046,391953,"213,58",768104,571673,"3003,37",1146478336,788165056
2/27/2020,"381,1",543055,473387,"211,8",416638,385823,"219,64",775173,544695,"3090,23",1125426176,744299072
2/26/2020,390,750512,494395,"214,5",390120,400654,"228,48",766623,503770,"2954,22",1663860608,703098432
2/25/2020,"384,8",561863,543257,"212,5",401670,489824,"237,72",790483,464143,"2978,76",1135994368,629101568
2/24/2020,"387,6",489363,536299,218,339626,537089,"232,65",481199,427154,"3116,39",836587072,593910080
2/21/2020,"401,9",402330,525885,"225,2",384489,547629,"229,17",724779,409868,"3128,21",890696512,577595968
2/20/2020,"408,3",517540,548267,"232,5",303806,545968,"226,19",572492,372468,"3225,89",791106176,558138624
2/19/2020,410,412390,548280,"230,1",589795,550042,"228,28",738444,343642,"3337,75",680523136,563776832
2/18/2020,400,263321,539784,"230,5",244376,531278,"235,03",554846,308731,"3373,23",539161792,556950400
2/17/2020,"394,6",293490,539064,"230,5",264583,538616,"240,89",406681,289286,"3386,15",469249664,557031168
2/14/2020,395,618175,543989,"232,2",254769,542621,"242,38",435932,281018,"3370,29",543398464,560952960
