Date,Last Price - GN,,Date,Last Price - Demant,,Date,Last Price - S&P,,Date,Last Price - Sonova,,Dato,GN,Demant,S&P,Sonova
7/15/2022,"236,2",,7/15/2022,"269,4",,7/8/2022,"3899,38",,7/13/2022,"321,6",,7/15/2022,"236,2","269,4","3863,16","331,2"
7/14/2022,"226,3",,7/14/2022,"260,3",,7/7/2022,"3902,62",,7/12/2022,"323,7",,7/14/2022,"226,3","260,3","3790,38","321,5"
7/13/2022,"230,6",,7/13/2022,"261,6",,7/6/2022,"3845,08",,7/11/2022,"326,7",,7/13/2022,"230,6","261,6","3801,78","321,6"
7/12/2022,236,,7/12/2022,"266,7",,7/5/2022,"3831,39",,7/8/2022,"323,6",,7/12/2022,236,"266,7","3818,8","323,7"
7/11/2022,"242,4",,7/11/2022,"274,7",,7/1/2022,"3825,33",,7/7/2022,"320,1",,7/11/2022,"242,4","274,7","3854,43","326,7"
7/8/2022,"253,2",,7/8/2022,"276,1",,6/30/2022,"3785,38",,7/6/2022,"319,3",,7/8/2022,"253,2","276,1","3899,38","323,6"
7/7/2022,"244,9",,7/7/2022,"267,1",,6/29/2022,"3818,83",,7/5/2022,"313,4",,7/7/2022,"244,9","267,1","3902,62","320,1"
7/6/2022,"242,1",,7/6/2022,"270,9",,6/28/2022,"3821,55",,7/4/2022,"311,2",,7/6/2022,"242,1","270,9","3845,08","319,3"
7/5/2022,"245,1",,7/5/2022,"269,4",,6/27/2022,"3900,11",,7/1/2022,"309,6",,7/5/2022,"245,1","269,4","3831,39","313,4"
7/4/2022,"250,7",,7/4/2022,"268,2",,6/24/2022,"3911,74",,6/30/2022,304,,7/4/2022,"250,7","268,2","3825,33","311,2"
7/1/2022,259,,7/1/2022,"272,1",,6/23/2022,"3795,73",,6/29/2022,"304,3",,7/1/2022,259,"272,1","3825,33","309,6"
6/30/2022,"248,7",,6/30/2022,"266,3",,6/22/2022,"3759,89",,6/28/2022,"303,9",,6/30/2022,"248,7","266,3","3785,38",304
6/29/2022,250,,6/29/2022,"271,9",,6/21/2022,"3764,79",,6/27/2022,"305,7",,6/29/2022,250,"271,9","3818,83","304,3"
6/28/2022,"250,4",,6/28/2022,"275,6",,6/17/2022,"3674,84",,6/24/2022,309,,6/28/2022,"250,4","275,6","3821,55","303,9"
6/27/2022,"243,7",,6/27/2022,"283,6",,6/16/2022,"3666,77",,6/23/2022,"301,6",,6/27/2022,"243,7","283,6","3900,11","305,7"
6/24/2022,"244,2",,6/24/2022,"288,8",,6/15/2022,"3789,99",,6/22/2022,"293,4",,6/24/2022,"244,2","288,8","3911,74",309
6/23/2022,"225,9",,6/23/2022,"274,9",,6/14/2022,"3735,48",,6/21/2022,"285,9",,6/23/2022,"225,9","274,9","3795,73","301,6"
6/22/2022,"224,4",,6/22/2022,267,,6/13/2022,"3749,63",,6/20/2022,280,,6/22/2022,"224,4",267,"3759,89","293,4"
6/21/2022,"223,1",,6/21/2022,"266,4",,6/10/2022,"3900,86",,6/17/2022,"281,6",,6/21/2022,"223,1","266,4","3764,79","285,9"
6/20/2022,"223,6",,6/20/2022,"260,4",,6/9/2022,"4017,82",,6/16/2022,"287,2",,6/20/2022,"223,6","260,4","3674,84",280
6/17/2022,"218,2",,6/17/2022,"252,9",,6/8/2022,"4115,77",,6/15/2022,"315,1",,6/17/2022,"218,2","252,9","3674,84","281,6"
6/16/2022,"221,6",,6/16/2022,"254,3",,6/7/2022,"4160,68",,6/14/2022,"314,4",,6/16/2022,"221,6","254,3","3666,77","287,2"
6/15/2022,"240,1",,6/15/2022,"273,1",,6/6/2022,"4121,43",,6/13/2022,"313,3",,6/15/2022,"240,1","273,1","3789,99","315,1"
6/14/2022,"237,1",,6/14/2022,"273,3",,6/3/2022,"4108,54",,6/10/2022,"326,3",,6/14/2022,"237,1","273,3","3735,48","314,4"
6/13/2022,"246,3",,6/13/2022,"275,6",,6/2/2022,"4176,82",,6/9/2022,"333,6",,6/13/2022,"246,3","275,6","3749,63","313,3"
6/10/2022,"251,5",,6/10/2022,"289,4",,6/1/2022,"4101,23",,6/8/2022,"339,3",,6/10/2022,"251,5","289,4","3900,86","326,3"
6/9/2022,"263,5",,6/9/2022,"300,4",,5/31/2022,"4132,15",,6/7/2022,"339,7",,6/9/2022,"263,5","300,4","4017,82","333,6"
6/8/2022,"269,6",,6/8/2022,"307,7",,5/27/2022,"4158,24",,6/3/2022,"335,5",,6/8/2022,"269,6","307,7","4115,77","339,3"
6/7/2022,"268,5",,6/7/2022,"306,1",,5/26/2022,"4057,84",,6/2/2022,337,,6/7/2022,"268,5","306,1","4160,68","339,7"
6/3/2022,"265,7",,6/3/2022,"305,7",,5/25/2022,"3978,73",,6/1/2022,"330,4",,6/3/2022,"265,7","305,7","4108,54","335,5"
6/2/2022,"265,5",,6/2/2022,"302,1",,5/24/2022,"3941,48",,5/31/2022,339,,6/2/2022,"265,5","302,1","4176,82",337
6/1/2022,"266,9",,6/1/2022,"302,6",,5/23/2022,"3973,75",,5/30/2022,"349,1",,6/1/2022,"266,9","302,6","4101,23","330,4"
5/31/2022,"273,5",,5/31/2022,"305,1",,5/20/2022,"3901,36",,5/27/2022,342,,5/31/2022,"273,5","305,1","4132,15",339
5/30/2022,"286,2",,5/30/2022,"307,1",,5/19/2022,"3900,79",,5/25/2022,"322,4",,5/30/2022,"286,2","307,1","3978,73","349,1"
5/25/2022,"256,1",,5/25/2022,282,,5/18/2022,"3923,68",,5/24/2022,325,,5/25/2022,"256,1",282,"3978,73","322,4"
5/24/2022,"258,1",,5/24/2022,"286,2",,5/17/2022,"4088,85",,5/23/2022,"325,4",,5/24/2022,"258,1","286,2","3941,48",325
5/23/2022,"232,2",,5/23/2022,"286,4",,5/16/2022,"4008,01",,5/20/2022,"323,2",,5/23/2022,"232,2","286,4","3973,75","325,4"
5/20/2022,"238,5",,5/20/2022,"294,7",,5/13/2022,"4023,89",,5/19/2022,"317,4",,5/20/2022,"238,5","294,7","3901,36","323,2"
5/19/2022,"231,6",,5/19/2022,"283,9",,5/12/2022,"3930,08",,5/18/2022,"313,2",,5/19/2022,"231,6","283,9","3900,79","317,4"
5/18/2022,"232,1",,5/18/2022,"293,3",,5/11/2022,"3935,18",,5/17/2022,"333,6",,5/18/2022,"232,1","293,3","3923,68","313,2"
5/17/2022,"246,3",,5/17/2022,"300,5",,5/10/2022,"4001,05",,5/16/2022,"336,6",,5/17/2022,"246,3","300,5","4088,85","333,6"
5/16/2022,"243,3",,5/16/2022,"293,9",,5/9/2022,"3991,24",,5/13/2022,"334,1",,5/16/2022,"243,3","293,9","4008,01","336,6"
5/12/2022,"226,8",,5/12/2022,280,,5/6/2022,"4123,34",,5/12/2022,"317,4",,5/12/2022,"226,8",280,"3930,08","317,4"
5/11/2022,"223,9",,5/11/2022,284,,5/5/2022,"4146,87",,5/11/2022,"330,1",,5/11/2022,"223,9",284,"3935,18","330,1"
5/10/2022,"221,8",,5/10/2022,283,,5/4/2022,"4300,17",,5/10/2022,"323,7",,5/10/2022,"221,8",283,"4001,05","323,7"
5/9/2022,"216,9",,5/9/2022,"276,8",,5/3/2022,"4175,48",,5/9/2022,"322,2",,5/9/2022,"216,9","276,8","3991,24","322,2"
5/6/2022,"229,5",,5/6/2022,"295,9",,5/2/2022,"4155,38",,5/6/2022,349,,5/6/2022,"229,5","295,9","4123,34",349
5/5/2022,"236,3",,5/5/2022,"306,5",,4/29/2022,"4131,93",,5/5/2022,"353,1",,5/5/2022,"236,3","306,5","4146,87","353,1"
5/4/2022,"256,5",,5/4/2022,"311,4",,4/28/2022,"4287,5",,5/4/2022,"347,9",,5/4/2022,"256,5","311,4","4300,17","347,9"
5/3/2022,"260,9",,5/3/2022,"309,2",,4/27/2022,"4183,96",,5/3/2022,"351,7",,5/3/2022,"260,9","309,2","4175,48","351,7"
5/2/2022,"264,2",,5/2/2022,"306,1",,4/26/2022,"4175,2",,5/2/2022,"347,1",,5/2/2022,"264,2","306,1","4155,38","347,1"
4/29/2022,"268,8",,4/29/2022,"312,9",,4/25/2022,"4296,12",,4/29/2022,"355,2",,4/29/2022,"268,8","312,9","4131,93","355,2"
4/28/2022,"265,8",,4/28/2022,"302,9",,4/22/2022,"4271,78",,4/28/2022,"359,1",,4/28/2022,"265,8","302,9","4287,5","359,1"
4/27/2022,266,,4/27/2022,"304,4",,4/21/2022,"4393,66",,4/27/2022,"351,3",,4/27/2022,266,"304,4","4183,96","351,3"
4/26/2022,"268,9",,4/26/2022,"294,3",,4/20/2022,"4459,45",,4/26/2022,"349,9",,4/26/2022,"268,9","294,3","4175,2","349,9"
4/25/2022,"275,6",,4/25/2022,298,,4/19/2022,"4462,21",,4/25/2022,"354,4",,4/25/2022,"275,6",298,"4296,12","354,4"
4/22/2022,"274,5",,4/22/2022,"299,5",,4/18/2022,"4391,69",,4/22/2022,356,,4/22/2022,"274,5","299,5","4271,78",356
4/21/2022,"284,9",,4/21/2022,"308,6",,4/14/2022,"4392,59",,4/21/2022,"374,7",,4/21/2022,"284,9","308,6","4393,66","374,7"
4/20/2022,"283,6",,4/20/2022,297,,4/13/2022,"4446,59",,4/20/2022,"381,1",,4/20/2022,"283,6",297,"4459,45","381,1"
4/19/2022,"279,5",,4/19/2022,"297,2",,4/12/2022,"4397,45",,4/19/2022,"382,2",,4/19/2022,"279,5","297,2","4462,21","382,2"
4/13/2022,"276,3",,4/13/2022,296,,4/11/2022,"4412,53",,4/14/2022,"381,3",,4/13/2022,"276,3",296,"4446,59","378,7"
4/12/2022,280,,4/12/2022,"298,2",,4/8/2022,"4488,28",,4/13/2022,"378,7",,4/12/2022,280,"298,2","4397,45",377
4/11/2022,"287,2",,4/11/2022,302,,4/7/2022,"4500,21",,4/12/2022,377,,4/11/2022,"287,2",302,"4412,53","375,5"
4/8/2022,"292,8",,4/8/2022,308,,4/6/2022,"4481,15",,4/11/2022,"375,5",,4/8/2022,"292,8",308,"4488,28","376,5"
4/7/2022,"297,3",,4/7/2022,"307,1",,4/5/2022,"4525,12",,4/8/2022,"376,5",,4/7/2022,"297,3","307,1","4500,21","380,5"
4/6/2022,"295,1",,4/6/2022,"302,4",,4/4/2022,"4582,64",,4/7/2022,"380,5",,4/6/2022,"295,1","302,4","4481,15","380,9"
4/5/2022,"319,7",,4/5/2022,"314,1",,4/1/2022,"4545,86",,4/6/2022,"380,9",,4/5/2022,"319,7","314,1","4525,12","389,7"
4/4/2022,327,,4/4/2022,311,,3/31/2022,"4530,41",,4/5/2022,"389,7",,4/4/2022,327,311,"4582,64","382,5"
4/1/2022,330,,4/1/2022,311,,3/30/2022,"4602,45",,4/4/2022,"382,5",,4/1/2022,330,311,"4545,86","386,7"
3/31/2022,"332,7",,3/31/2022,306,,3/29/2022,"4631,6",,4/1/2022,"386,7",,3/31/2022,"332,7",306,"4530,41","387,6"
3/30/2022,"332,7",,3/30/2022,"302,9",,3/28/2022,"4575,52",,3/31/2022,"387,6",,3/30/2022,"332,7","302,9","4602,45","382,9"
3/29/2022,"336,1",,3/29/2022,305,,3/25/2022,"4543,06",,3/30/2022,"382,9",,3/29/2022,"336,1",305,"4631,6","384,8"
3/28/2022,"327,2",,3/28/2022,"292,9",,3/24/2022,"4520,16",,3/29/2022,"384,8",,3/28/2022,"327,2","292,9","4575,52",364
3/25/2022,"308,1",,3/25/2022,283,,3/23/2022,"4456,24",,3/28/2022,364,,3/25/2022,"308,1",283,"4543,06","356,3"
3/24/2022,"314,8",,3/24/2022,"280,1",,3/22/2022,"4511,61",,3/25/2022,"356,3",,3/24/2022,"314,8","280,1","4520,16",359
3/23/2022,315,,3/23/2022,"284,6",,3/21/2022,"4461,18",,3/24/2022,359,,3/23/2022,315,"284,6","4456,24","360,5"
3/22/2022,"328,9",,3/22/2022,"290,1",,3/18/2022,"4463,12",,3/23/2022,"360,5",,3/22/2022,"328,9","290,1","4511,61","365,4"
3/21/2022,"334,8",,3/21/2022,"290,8",,3/17/2022,"4411,67",,3/22/2022,"365,4",,3/21/2022,"334,8","290,8","4461,18","365,5"
3/18/2022,333,,3/18/2022,"290,2",,3/16/2022,"4357,86",,3/21/2022,"365,5",,3/18/2022,333,"290,2","4463,12","365,1"
3/17/2022,332,,3/17/2022,"289,8",,3/15/2022,"4262,45",,3/18/2022,"365,1",,3/17/2022,332,"289,8","4411,67","353,7"
3/16/2022,"337,3",,3/16/2022,"282,2",,3/14/2022,"4173,11",,3/17/2022,"353,7",,3/16/2022,"337,3","282,2","4357,86","357,8"
3/15/2022,"312,5",,3/15/2022,262,,3/11/2022,"4204,31",,3/16/2022,"357,8",,3/15/2022,"312,5",262,"4262,45","337,8"
3/14/2022,311,,3/14/2022,"264,4",,3/10/2022,"4259,52",,3/15/2022,"337,8",,3/14/2022,311,"264,4","4173,11",337
3/11/2022,"302,8",,3/11/2022,"258,6",,3/9/2022,"4277,88",,3/14/2022,337,,3/11/2022,"302,8","258,6","4204,31","338,4"
3/10/2022,"295,5",,3/10/2022,"257,4",,3/8/2022,"4170,7",,3/11/2022,"338,4",,3/10/2022,"295,5","257,4","4259,52","332,3"
3/9/2022,"308,2",,3/9/2022,"263,2",,3/7/2022,"4201,09",,3/10/2022,"332,3",,3/9/2022,"308,2","263,2","4277,88","334,1"
3/8/2022,"298,5",,3/8/2022,"256,7",,3/4/2022,"4328,87",,3/9/2022,"334,1",,3/8/2022,"298,5","256,7","4170,7","312,3"
3/7/2022,"314,5",,3/7/2022,"264,8",,3/3/2022,"4363,49",,3/8/2022,"312,3",,3/7/2022,"314,5","264,8","4201,09",318
3/4/2022,324,,3/4/2022,"269,4",,3/2/2022,"4386,54",,3/7/2022,318,,3/4/2022,324,"269,4","4328,87","329,6"
3/3/2022,"333,7",,3/3/2022,"270,6",,3/1/2022,"4306,26",,3/4/2022,"329,6",,3/3/2022,"333,7","270,6","4363,49","349,4"
3/2/2022,"329,4",,3/2/2022,"270,6",,2/28/2022,"4373,94",,3/3/2022,"349,4",,3/2/2022,"329,4","270,6","4386,54",358
3/1/2022,"338,6",,3/1/2022,"278,8",,2/25/2022,"4384,65",,3/2/2022,358,,3/1/2022,"338,6","278,8","4306,26","358,3"
2/28/2022,"350,5",,2/28/2022,"279,9",,2/24/2022,"4288,7",,3/1/2022,"358,3",,2/28/2022,"350,5","279,9","4373,94",357
2/25/2022,"331,1",,2/25/2022,"266,7",,2/23/2022,"4225,5",,2/28/2022,357,,2/25/2022,"331,1","266,7","4384,65","345,5"
2/24/2022,"328,7",,2/24/2022,"264,3",,2/22/2022,"4304,76",,2/25/2022,"345,5",,2/24/2022,"328,7","264,3","4288,7","332,5"
2/23/2022,"331,6",,2/23/2022,"266,5",,2/18/2022,"4348,87",,2/24/2022,"332,5",,2/23/2022,"331,6","266,5","4225,5","330,6"
2/22/2022,"338,6",,2/22/2022,"266,9",,2/17/2022,"4380,26",,2/23/2022,"330,6",,2/22/2022,"338,6","266,9","4304,76","328,4"
2/21/2022,"331,2",,2/21/2022,"262,5",,2/16/2022,"4475,01",,2/22/2022,"328,4",,2/21/2022,"331,2","262,5","4348,87",314
2/18/2022,"332,9",,2/18/2022,"267,9",,2/15/2022,"4471,07",,2/21/2022,314,,2/18/2022,"332,9","267,9","4348,87","324,3"
2/17/2022,"351,3",,2/17/2022,"274,9",,2/14/2022,"4401,67",,2/18/2022,"324,3",,2/17/2022,"351,3","274,9","4380,26","328,5"
2/16/2022,"371,8",,2/16/2022,"278,8",,2/11/2022,"4418,64",,2/17/2022,"328,5",,2/16/2022,"371,8","278,8","4475,01","327,4"
2/15/2022,"367,6",,2/15/2022,"278,3",,2/10/2022,"4504,08",,2/16/2022,"327,4",,2/15/2022,"367,6","278,3","4471,07",325
2/14/2022,366,,2/14/2022,"267,3",,2/9/2022,"4587,18",,2/15/2022,325,,2/14/2022,366,"267,3","4401,67","318,9"
2/11/2022,"381,1",,2/11/2022,"273,7",,2/8/2022,"4521,54",,2/14/2022,"318,9",,2/11/2022,"381,1","273,7","4418,64",323
2/10/2022,375,,2/10/2022,"272,8",,2/7/2022,"4483,87",,2/11/2022,323,,2/10/2022,375,"272,8","4504,08","324,6"
2/9/2022,"376,8",,2/9/2022,"279,8",,2/4/2022,"4500,53",,2/10/2022,"324,6",,2/9/2022,"376,8","279,8","4587,18","327,2"
2/8/2022,363,,2/8/2022,"263,3",,2/3/2022,"4477,44",,2/9/2022,"327,2",,2/8/2022,363,"263,3","4521,54","315,3"
2/7/2022,"379,2",,2/7/2022,"279,2",,2/2/2022,"4589,38",,2/8/2022,"315,3",,2/7/2022,"379,2","279,2","4483,87","324,7"
2/4/2022,388,,2/4/2022,"286,5",,2/1/2022,"4546,54",,2/7/2022,"324,7",,2/4/2022,388,"286,5","4500,53",323
2/3/2022,"383,8",,2/3/2022,288,,1/31/2022,"4515,55",,2/4/2022,323,,2/3/2022,"383,8",288,"4477,44","324,8"
2/2/2022,"403,8",,2/2/2022,305,,1/28/2022,"4431,85",,2/3/2022,"324,8",,2/2/2022,"403,8",305,"4589,38",340
2/1/2022,"396,5",,2/1/2022,"294,1",,1/27/2022,"4326,51",,2/2/2022,340,,2/1/2022,"396,5","294,1","4546,54","333,6"
1/31/2022,"397,6",,1/31/2022,291,,1/26/2022,"4349,93",,2/1/2022,"333,6",,1/31/2022,"397,6",291,"4515,55",327
1/28/2022,"386,4",,1/28/2022,"284,3",,1/25/2022,"4356,45",,1/31/2022,327,,1/28/2022,"386,4","284,3","4431,85","320,3"
1/27/2022,395,,1/27/2022,"289,1",,1/24/2022,"4410,13",,1/28/2022,"320,3",,1/27/2022,395,"289,1","4326,51","317,9"
1/26/2022,"395,3",,1/26/2022,"288,8",,1/21/2022,"4397,94",,1/27/2022,"317,9",,1/26/2022,"395,3","288,8","4349,93","315,7"
1/25/2022,"373,2",,1/25/2022,"280,8",,1/20/2022,"4482,73",,1/26/2022,"315,7",,1/25/2022,"373,2","280,8","4356,45","305,5"
1/24/2022,368,,1/24/2022,"279,6",,1/19/2022,"4532,76",,1/25/2022,"305,5",,1/24/2022,368,"279,6","4410,13","304,8"
1/21/2022,"396,4",,1/21/2022,"296,5",,1/18/2022,"4577,11",,1/24/2022,"304,8",,1/21/2022,"396,4","296,5","4397,94","323,3"
1/20/2022,395,,1/20/2022,304,,1/14/2022,"4662,85",,1/21/2022,"323,3",,1/20/2022,395,304,"4482,73","330,7"
1/19/2022,389,,1/19/2022,"301,7",,1/13/2022,"4659,03",,1/20/2022,"330,7",,1/19/2022,389,"301,7","4532,76","326,7"
1/18/2022,"381,6",,1/18/2022,"302,1",,1/12/2022,"4726,35",,1/19/2022,"326,7",,1/18/2022,"381,6","302,1","4577,11","321,6"
1/17/2022,394,,1/17/2022,315,,1/11/2022,"4713,07",,1/18/2022,"321,6",,1/17/2022,394,315,"4662,85","327,7"
1/14/2022,"389,8",,1/14/2022,"308,2",,1/10/2022,"4670,29",,1/17/2022,"327,7",,1/14/2022,"389,8","308,2","4662,85","321,4"
1/13/2022,"387,2",,1/13/2022,"316,8",,1/7/2022,"4677,03",,1/14/2022,"321,4",,1/13/2022,"387,2","316,8","4659,03","330,7"
1/12/2022,"392,5",,1/12/2022,"324,1",,1/6/2022,"4696,05",,1/13/2022,"330,7",,1/12/2022,"392,5","324,1","4726,35","330,2"
1/11/2022,"391,9",,1/11/2022,"328,5",,1/5/2022,"4700,58",,1/12/2022,"330,2",,1/11/2022,"391,9","328,5","4713,07","326,3"
1/10/2022,"376,3",,1/10/2022,"323,1",,1/4/2022,"4793,54",,1/11/2022,"326,3",,1/10/2022,"376,3","323,1","4670,29","322,5"
1/7/2022,391,,1/7/2022,"329,6",,1/3/2022,"4796,56",,1/10/2022,"322,5",,1/7/2022,391,"329,6","4677,03","336,6"
1/6/2022,"395,8",,1/6/2022,332,,12/31/2021,"4766,18",,1/7/2022,"336,6",,1/6/2022,"395,8",332,"4696,05","342,2"
1/5/2022,"414,7",,1/5/2022,333,,12/30/2021,"4778,73",,1/6/2022,"342,2",,1/5/2022,"414,7",333,"4700,58","350,3"
1/4/2022,"410,8",,1/4/2022,"338,5",,12/29/2021,"4793,06",,1/5/2022,"350,3",,1/4/2022,"410,8","338,5","4793,54","354,6"
1/3/2022,"415,8",,1/3/2022,"339,3",,12/28/2021,"4786,35",,1/4/2022,"354,6",,1/3/2022,"415,8","339,3","4796,56","358,5"
12/30/2021,"411,3",,12/30/2021,"335,1",,12/27/2021,"4791,19",,1/3/2022,"358,5",,12/30/2021,"411,3","335,1","4778,73","357,8"
12/29/2021,"412,4",,12/29/2021,"337,2",,12/23/2021,"4725,79",,12/30/2021,"357,8",,12/29/2021,"412,4","337,2","4793,06","359,6"
12/28/2021,"405,8",,12/28/2021,"335,9",,12/22/2021,"4696,56",,12/29/2021,"359,6",,12/28/2021,"405,8","335,9","4786,35","357,4"
12/27/2021,"411,6",,12/27/2021,"334,5",,12/21/2021,"4649,23",,12/28/2021,"357,4",,12/27/2021,"411,6","334,5","4791,19","354,8"
12/23/2021,"401,3",,12/23/2021,"330,9",,12/20/2021,"4568,02",,12/27/2021,"354,8",,12/23/2021,"401,3","330,9","4725,79","353,7"
12/22/2021,"400,3",,12/22/2021,"327,1",,12/17/2021,"4620,64",,12/23/2021,"353,7",,12/22/2021,"400,3","327,1","4696,56","349,7"
12/21/2021,"385,4",,12/21/2021,"313,1",,12/16/2021,"4668,67",,12/22/2021,"349,7",,12/21/2021,"385,4","313,1","4649,23","339,5"
12/20/2021,"383,3",,12/20/2021,"308,1",,12/15/2021,"4709,85",,12/21/2021,"339,5",,12/20/2021,"383,3","308,1","4568,02","333,4"
12/17/2021,"400,2",,12/17/2021,312,,12/14/2021,"4634,09",,12/20/2021,"333,4",,12/17/2021,"400,2",312,"4620,64","339,5"
12/16/2021,"389,5",,12/16/2021,"311,6",,12/13/2021,"4668,97",,12/17/2021,"339,5",,12/16/2021,"389,5","311,6","4668,67","338,5"
12/15/2021,"385,8",,12/15/2021,"311,4",,12/10/2021,"4712,02",,12/16/2021,"338,5",,12/15/2021,"385,8","311,4","4709,85","341,3"
12/14/2021,"374,7",,12/14/2021,"308,1",,12/9/2021,"4667,45",,12/15/2021,"341,3",,12/14/2021,"374,7","308,1","4634,09","333,5"
12/13/2021,"385,6",,12/13/2021,"319,5",,12/8/2021,"4701,21",,12/14/2021,"333,5",,12/13/2021,"385,6","319,5","4668,97","343,1"
12/10/2021,385,,12/10/2021,"315,3",,12/7/2021,"4686,75",,12/13/2021,"343,1",,12/10/2021,385,"315,3","4712,02","343,9"
12/9/2021,"382,5",,12/9/2021,"318,2",,12/6/2021,"4591,67",,12/10/2021,"343,9",,12/9/2021,"382,5","318,2","4667,45",344
12/8/2021,"379,4",,12/8/2021,"315,3",,12/3/2021,"4538,43",,12/9/2021,344,,12/8/2021,"379,4","315,3","4701,21","344,3"
12/7/2021,"379,7",,12/7/2021,"312,2",,12/2/2021,"4577,1",,12/8/2021,"344,3",,12/7/2021,"379,7","312,2","4686,75","347,8"
12/6/2021,"359,3",,12/6/2021,"296,9",,12/1/2021,"4513,04",,12/7/2021,"347,8",,12/6/2021,"359,3","296,9","4591,67","337,1"
12/3/2021,"359,1",,12/3/2021,"303,2",,11/30/2021,4567,,12/6/2021,"337,1",,12/3/2021,"359,1","303,2","4538,43","335,4"
12/2/2021,"370,7",,12/2/2021,"304,4",,11/29/2021,"4655,27",,12/3/2021,"335,4",,12/2/2021,"370,7","304,4","4577,1","337,4"
12/1/2021,"373,4",,12/1/2021,322,,11/26/2021,"4594,62",,12/2/2021,"337,4",,12/1/2021,"373,4",322,"4513,04","350,5"
11/30/2021,377,,11/30/2021,"313,7",,11/24/2021,"4701,46",,12/1/2021,"350,5",,11/30/2021,377,"313,7",4567,"346,5"
11/29/2021,"385,6",,11/29/2021,"314,6",,11/23/2021,"4690,7",,11/30/2021,"346,5",,11/29/2021,"385,6","314,6","4655,27","344,2"
11/26/2021,"397,1",,11/26/2021,"315,2",,11/22/2021,"4682,94",,11/29/2021,"344,2",,11/26/2021,"397,1","315,2","4594,62","346,3"
11/25/2021,"398,8",,11/25/2021,"323,6",,11/19/2021,"4697,96",,11/26/2021,"346,3",,11/25/2021,"398,8","323,6","4701,46","350,4"
11/24/2021,393,,11/24/2021,"315,2",,11/18/2021,"4704,54",,11/25/2021,"350,4",,11/24/2021,393,"315,2","4701,46","346,9"
11/23/2021,383,,11/23/2021,"318,2",,11/17/2021,"4688,67",,11/24/2021,"346,9",,11/23/2021,383,"318,2","4690,7","348,7"
11/22/2021,"399,1",,11/22/2021,"336,6",,11/16/2021,"4700,9",,11/23/2021,"348,7",,11/22/2021,"399,1","336,6","4682,94","357,2"
11/19/2021,"407,8",,11/19/2021,"341,1",,11/15/2021,"4682,8",,11/22/2021,"357,2",,11/19/2021,"407,8","341,1","4697,96","363,8"
11/18/2021,"399,5",,11/18/2021,"338,2",,11/12/2021,"4682,85",,11/19/2021,"363,8",,11/18/2021,"399,5","338,2","4704,54",363
11/17/2021,403,,11/17/2021,"332,9",,11/11/2021,"4649,27",,11/18/2021,363,,11/17/2021,403,"332,9","4688,67","368,6"
11/16/2021,"397,5",,11/16/2021,334,,11/10/2021,"4646,71",,11/17/2021,"368,6",,11/16/2021,"397,5",334,"4700,9","369,2"
11/15/2021,"387,3",,11/15/2021,"336,7",,11/9/2021,"4685,25",,11/16/2021,"369,2",,11/15/2021,"387,3","336,7","4682,8","373,7"
11/12/2021,"397,2",,11/12/2021,"335,4",,11/8/2021,"4701,7",,11/15/2021,"373,7",,11/12/2021,"397,2","335,4","4682,85","396,7"
11/11/2021,"395,2",,11/11/2021,"331,4",,11/5/2021,"4697,53",,11/12/2021,"396,7",,11/11/2021,"395,2","331,4","4649,27","389,8"
11/10/2021,398,,11/10/2021,"323,2",,11/4/2021,"4680,06",,11/11/2021,"389,8",,11/10/2021,398,"323,2","4646,71",387
11/9/2021,"406,8",,11/9/2021,"335,2",,11/3/2021,"4660,57",,11/10/2021,387,,11/9/2021,"406,8","335,2","4685,25","398,3"
11/8/2021,"403,9",,11/8/2021,"331,4",,11/2/2021,"4630,65",,11/9/2021,"398,3",,11/8/2021,"403,9","331,4","4701,7",387
11/5/2021,"400,6",,11/5/2021,"333,8",,11/1/2021,"4613,67",,11/8/2021,387,,11/5/2021,"400,6","333,8","4697,53","390,6"
11/4/2021,"412,7",,11/4/2021,"330,2",,10/29/2021,"4605,38",,11/5/2021,"390,6",,11/4/2021,"412,7","330,2","4680,06","398,8"
11/3/2021,"413,1",,11/3/2021,"331,3",,10/28/2021,"4596,42",,11/4/2021,"398,8",,11/3/2021,"413,1","331,3","4660,57","386,5"
11/2/2021,"423,6",,11/2/2021,"330,7",,10/27/2021,"4551,68",,11/3/2021,"386,5",,11/2/2021,"423,6","330,7","4630,65","386,9"
11/1/2021,"411,6",,11/1/2021,"319,1",,10/26/2021,"4574,79",,11/2/2021,"386,9",,11/1/2021,"411,6","319,1","4613,67","384,7"
10/29/2021,"390,5",,10/29/2021,"311,7",,10/25/2021,"4566,48",,11/1/2021,"384,7",,10/29/2021,"390,5","311,7","4605,38","378,3"
10/28/2021,"425,8",,10/28/2021,319,,10/22/2021,"4544,9",,10/29/2021,"378,3",,10/28/2021,"425,8",319,"4596,42","387,1"
10/27/2021,"422,7",,10/27/2021,"306,1",,10/21/2021,"4549,78",,10/28/2021,"387,1",,10/27/2021,"422,7","306,1","4551,68","380,3"
10/26/2021,423,,10/26/2021,"307,3",,10/20/2021,"4536,19",,10/27/2021,"380,3",,10/26/2021,423,"307,3","4574,79","381,9"
10/25/2021,"426,1",,10/25/2021,"308,7",,10/19/2021,"4519,63",,10/26/2021,"381,9",,10/25/2021,"426,1","308,7","4566,48","379,7"
