Date,GN,SP 500,MSCI World
3/28/2023,"140,7","3971,27","2,704.76"
3/27/2023,"143,4","3977,53","2,702.42"
3/24/2023,"146,7","3970,99","2,692.55"
3/23/2023,"145,2","3948,72","2,696.85"
3/22/2023,"143,6","3936,97","2,686.13"
3/21/2023,"143,2","4002,87","2,711.84"
3/20/2023,"143,6","3951,57","2,678.29"
3/17/2023,"147,75","3916,64","2,656.19"
3/16/2023,"142,8","3960,28","2,677.99"
3/15/2023,"146,35","3891,93","2,638.46"
3/14/2023,"144,5","3919,29","2,674.36"
3/13/2023,"147,55","3855,76","2,643.64"
3/10/2023,"152,35","3861,59","2,657.41"
3/9/2023,"157,55","3918,32","2,691.17"
3/8/2023,"154,7","3992,01","2,725.23"
3/7/2023,"156,7","3986,37","2,724.80"
3/6/2023,"157,75","4048,42","2,764.64"
3/3/2023,"157,45","4045,64","2,757.97"
3/2/2023,"148,7","3981,35","2,719.68"
3/1/2023,"145,55","3951,39","2,706.79"
2/28/2023,"152,4","3970,15","2,714.57"
2/27/2023,"151,4","3982,24","2,721.63"
2/24/2023,"152,15","3970,04","2,706.91"
2/23/2023,"154,7","4012,32","2,737.41"
2/22/2023,"155,4","3991,05","2,730.88"
2/21/2023,"161,8","3997,34","2,740.38"
2/20/2023,"165,6","4079,09","2,783.26"
2/17/2023,"165,5","4090,41","2,779.88"
2/16/2023,"167,45","4147,6","2,790.63"
2/15/2023,"163,95","4136,13","2,815.45"
2/14/2023,"161,45","4137,29","2,812.53"
2/13/2023,"160,65","4090,46","2,810.04"
2/10/2023,"167,65","4081,5","2,783.91"
2/9/2023,170,"4117,86","2,790.53"
2/8/2023,195,4164,"2,801.96"
2/7/2023,"190,35","4111,08","2,820.49"
2/6/2023,"184,8","4136,48","2,793.59"
2/3/2023,"189,75","4179,76","2,820.73"
2/2/2023,"186,85","4119,21","2,847.82"
2/1/2023,176,"4076,6","2,809.94"
1/31/2023,"167,8","4017,77","2,785.00"
1/30/2023,"175,35","4070,56","2,759.32"
1/27/2023,177,"4060,43","2,785.84"
1/26/2023,"183,55","4016,22","2,777.62"
1/25/2023,"166,1","4016,95","2,756.73"
1/24/2023,"172,5","4019,81","2,755.96"
1/23/2023,"170,55","3972,61","2,754.96"
1/20/2023,"170,55","3898,85","2,725.40"
1/19/2023,"173,15","3928,86","2,685.32"
1/18/2023,"179,3","3990,97","2,713.54"
1/17/2023,179,"3999,09","2,736.45"
1/16/2023,"178,15","3983,17","2,735.88"
1/13/2023,"171,85","3969,61","2,735.72"
1/12/2023,"168,2","3919,25","2,720.09"
1/11/2023,"179,25","3892,09","2,700.75"
1/10/2023,"171,4","3895,08","2,671.20"
1/9/2023,"176,45","3808,1","2,663.17"
1/6/2023,"170,9","3852,97","2,649.76"
1/5/2023,"171,5","3824,14","2,594.69"
1/4/2023,"171,05","3839,5","2,624.35"
1/3/2023,"170,7","3849,28","2,600.91"
1/2/2023,171,"3783,22","2,607.25"
12/30/2022,"159,75","3829,25","2,602.69"
12/29/2022,"160,35","3844,82","2,611.98"
12/28/2022,"154,4","3822,39","2,575.16"
12/27/2022,"151,75","3878,44","2,600.94"
12/23/2022,"152,65","3821,62","2,605.48"
12/22/2022,148,"3817,66","2,605.19"
12/21/2022,"147,75","3852,36","2,595.25"
12/20/2022,"147,2","3895,75","2,626.92"
12/19/2022,"150,15","3995,32","2,592.86"
12/16/2022,"148,5","4019,65","2,585.89"
12/15/2022,"160,7","3990,56","2,606.01"
12/14/2022,166,"3934,38","2,636.91"
12/13/2022,"168,3","3963,51","2,705.31"
12/12/2022,"161,3","3933,92","2,715.49"
12/9/2022,"162,15","3941,26","2,683.56"
12/8/2022,"160,95","3998,84","2,662.86"
12/7/2022,"162,05","4071,7","2,670.27"
12/6/2022,168,"4076,57","2,654.34"
12/5/2022,"177,1","4080,11","2,662.07"
12/2/2022,"180,55","3957,63","2,696.30"
12/1/2022,"177,4","3963,94","2,733.03"
11/30/2022,"168,9","4026,12","2,741.08"
11/29/2022,"168,3","4027,26","2,720.89"
11/28/2022,"170,7","4003,58","2,663.25"
11/25/2022,"172,15","3949,94","2,668.44"
11/24/2022,"172,25","3965,34","2,703.67"
11/23/2022,"167,4","3946,56","2,706.01"
11/22/2022,"164,1","3958,79","2,697.39"
11/21/2022,165,"3991,73","2,675.46"
11/18/2022,"173,3","3957,25","2,640.44"
11/17/2022,"171,65","3992,93","2,658.90"
11/16/2022,"171,6","3956,37","2,642.34"
11/15/2022,"179,05","3748,57","2,657.58"
11/14/2022,"189,1","3828,11","2,678.23"
11/11/2022,"183,5","3806,8","2,653.94"
11/10/2022,"179,3","3770,55","2,674.08"
11/9/2022,"173,2","3719,89","2,636.55"
11/8/2022,"174,5","3759,69","2,509.77"
11/7/2022,172,"3856,1","2,554.87"
11/4/2022,"169,7","3871,98","2,533.63"
11/3/2022,"158,4","3901,06","2,507.22"
11/2/2022,"160,7","3807,3","2,467.89"
11/1/2022,"172,45","3830,6","2,499.78"
10/31/2022,"160,2","3859,11","2,546.40"
10/28/2022,"165,25","3797,34","2,547.72"
10/27/2022,"161,55","3752,75","2,561.04"
10/26/2022,"165,15","3665,78","2,523.59"
10/25/2022,"158,65","3695,16","2,535.67"
10/24/2022,"155,2","3719,98","2,537.54"
10/21/2022,"151,8","3677,95","2,493.06"
10/20/2022,"151,25","3583,07","2,462.42"
10/19/2022,"149,8","3669,91","2,429.26"
10/18/2022,"155,3","3577,03","2,439.30"
10/17/2022,"146,5","3588,84","2,457.86"
10/14/2022,"144,75","3612,39","2,431.84"
10/13/2022,"134,6","3639,66","2,376.64"
10/12/2022,"127,2","3744,52","2,411.69"
10/11/2022,"123,65","3783,28","2,367.69"
10/10/2022,"124,4","3790,93","2,376.29"
10/7/2022,"122,4","3678,43","2,395.61"
10/6/2022,123,"3585,62","2,417.72"
10/5/2022,"124,55","3640,47","2,478.42"
10/4/2022,"136,8","3719,04","2,500.08"
10/3/2022,"130,45","3647,29","2,511.72"
9/30/2022,"134,1","3655,04","2,429.91"
9/29/2022,"134,4","3693,23","2,378.65"
9/28/2022,"145,55","3757,99","2,401.32"
9/27/2022,"151,3","3789,93","2,438.78"
9/26/2022,"155,8","3855,93","2,403.88"
9/23/2022,"153,75","3899,89","2,408.44"
9/22/2022,"158,2","3873,33","2,438.50"
9/21/2022,"170,25","3901,35","2,489.36"
9/20/2022,"177,05","3946,01","2,516.59"
9/19/2022,"184,95","3932,69","2,554.02"
9/16/2022,"190,3","4110,41","2,580.55"
9/15/2022,"205,3","4067,36","2,569.29"
9/14/2022,"207,5","4006,18","2,592.00"
9/13/2022,"209,3","3979,87","2,617.84"
9/12/2022,"221,9","3908,19","2,619.50"
9/9/2022,"220,5","3924,26","2,719.01"
9/8/2022,"213,4","3966,85","2,682.90"
9/7/2022,"210,5",3955,"2,636.17"
9/6/2022,"210,2","3986,16","2,614.10"
9/5/2022,"205,9","4030,61","2,584.97"
9/2/2022,"211,9","4057,66","2,596.70"
9/1/2022,"200,5","4199,12","2,605.21"
8/31/2022,"210,3","4140,77","2,610.25"
8/30/2022,213,"4128,73","2,627.32"
8/29/2022,209,"4137,99","2,645.37"
8/26/2022,"215,4","4228,48","2,668.79"
8/25/2022,226,"4283,74","2,694.62"
8/24/2022,"226,6","4274,04","2,768.48"
8/23/2022,231,"4305,2","2,736.01"
8/22/2022,"233,5","4297,14","2,730.35"
8/19/2022,"246,7","4280,15","2,736.10"
8/18/2022,"245,1","4207,27","2,787.71"
8/17/2022,"235,4","4210,24","2,826.41"
8/16/2022,"236,9","4122,47","2,822.87"
8/15/2022,"254,9","4140,06","2,844.42"
8/12/2022,"253,8","4145,19","2,842.48"
8/11/2022,"247,8","4151,94","2,834.51"
8/10/2022,"241,6","4155,17","2,802.23"
8/9/2022,"239,5","4091,19","2,803.37"
8/8/2022,"260,3","4118,63","2,743.62"
8/5/2022,"259,2","4130,29","2,758.72"
8/4/2022,266,"4072,43","2,752.06"
8/3/2022,256,"4023,61","2,761.65"
8/2/2022,"248,5","3921,05","2,755.25"
8/1/2022,"255,1","3966,84","2,728.30"
7/29/2022,"252,5","3961,63","2,749.26"
7/28/2022,"247,2","3998,95","2,746.36"
7/27/2022,236,"3959,9","2,709.82"
7/26/2022,"234,3","3936,69","2,675.08"
7/25/2022,"240,4","3830,85","2,624.49"
7/22/2022,"254,7","3863,16","2,651.22"
7/21/2022,"255,3","3790,38","2,650.82"
7/20/2022,"246,9","3801,78","2,663.84"
7/19/2022,"241,7","3818,8","2,643.93"
7/18/2022,"239,4","3854,43","2,628.34"
7/15/2022,"236,2","3899,38","2,567.68"
7/14/2022,"226,3","3902,62","2,568.64"
7/13/2022,"230,6","3845,08","2,520.92"
7/12/2022,236,"3831,39","2,544.68"
7/11/2022,"242,4","3825,33","2,554.18"
7/8/2022,"253,2","3785,38","2,572.33"
7/7/2022,"244,9","3818,83","2,603.62"
7/6/2022,"242,1","3821,55","2,602.03"
7/5/2022,"245,1","3900,11","2,561.20"
7/4/2022,"250,7","3911,74","2,553.95"
7/1/2022,259,"3795,73","2,567.87"
6/30/2022,"248,7","3759,89","2,559.95"
6/29/2022,250,"3764,79","2,546.19"
6/28/2022,"250,4","3674,84","2,574.45"
6/27/2022,"243,7","3666,77","2,584.26"
6/24/2022,"244,2","3789,99","2,623.20"
6/23/2022,"225,9","3735,48","2,619.48"
6/22/2022,"224,4","3749,63","2,549.05"
6/21/2022,"223,1","3900,86","2,537.26"
6/20/2022,"223,6","4017,82","2,543.36"
6/17/2022,"218,2","4115,77","2,494.99"
6/16/2022,"221,6","4160,68","2,485.77"
6/15/2022,"240,1","4121,43","2,490.54"
6/14/2022,"237,1","4108,54","2,556.67"
6/13/2022,"246,3","4176,82","2,525.88"
6/10/2022,"251,5","4101,23","2,545.04"
6/9/2022,"263,5","4132,15","2,641.69"
6/8/2022,"269,6","4158,24","2,721.85"
6/7/2022,"268,5","4057,84","2,783.29"
6/3/2022,"265,7","3978,73","2,805.32"
6/2/2022,"265,5","3941,48","2,789.83"
6/1/2022,"266,9","3973,75","2,779.06"
5/31/2022,"273,5","3901,36","2,814.03"
5/30/2022,"286,2","3900,79","2,770.43"
5/25/2022,"256,1","3923,68","2,791.01"
5/24/2022,"258,1","4088,85","2,814.74"
5/23/2022,"232,2","4008,01","2,802.59"
5/20/2022,"238,5","4023,89","2,743.96"
5/19/2022,"231,6","3930,08","2,700.09"
5/18/2022,"232,1","3935,18","2,680.46"
5/17/2022,"246,3","4001,05","2,702.25"
5/16/2022,"243,3","3991,24","2,655.91"
5/12/2022,"226,8","4123,34","2,651.55"
5/11/2022,"223,9","4146,87","2,665.06"
5/10/2022,"221,8","4300,17","2,746.82"
5/9/2022,"216,9","4175,48","2,693.95"
5/6/2022,"229,5","4155,38","2,701.33"
5/5/2022,"236,3","4131,93","2,639.75"
5/4/2022,"256,5","4287,5","2,652.59"
5/3/2022,"260,9","4183,96","2,677.25"
5/2/2022,"264,2","4175,2","2,671.83"
4/29/2022,"268,8","4296,12","2,762.21"
4/28/2022,"265,8","4271,78","2,784.12"
4/27/2022,266,"4393,66","2,864.43"
4/26/2022,"268,9","4459,45","2,809.82"
4/25/2022,"275,6","4462,21","2,796.33"
4/22/2022,"274,5","4391,69","2,795.62"
4/21/2022,"284,9","4392,59","2,861.55"
4/20/2022,"283,6","4446,59","2,807.51"
4/19/2022,"279,5","4397,45","2,811.00"
4/13/2022,"276,3","4412,53","2,877.70"
4/12/2022,280,"4488,28","2,882.45"
4/11/2022,"287,2","4500,21","2,959.92"
4/8/2022,"292,8","4481,15","2,994.64"
4/7/2022,"297,3","4525,12","2,984.70"
4/6/2022,"295,1","4582,64","2,954.15"
4/5/2022,"319,7","4545,86","2,959.67"
4/4/2022,327,"4530,41","2,960.64"
4/1/2022,330,"4602,45","2,985.07"
3/31/2022,"332,7","4631,6","2,959.78"
3/30/2022,"332,7","4575,52","2,972.40"
3/29/2022,"336,1","4543,06","3,012.19"
3/28/2022,"327,2","4520,16","3,014.08"
3/25/2022,"308,1","4456,24","3,012.24"
3/24/2022,"314,8","4511,61","3,049.39"
3/23/2022,315,"4461,18","3,081.38"
3/22/2022,"328,9","4463,12","3,057.07"
3/21/2022,"334,8","4411,67","3,053.07"
3/18/2022,333,"4357,86","3,096.67"
3/17/2022,332,"4262,45","3,110.81"
3/16/2022,"337,3","4173,11","3,061.63"
3/15/2022,"312,5","4204,31","3,049.11"
3/14/2022,311,"4259,52","3,041.48"
3/11/2022,"302,8","4277,88","3,012.79"
3/10/2022,"295,5","4170,7","3,040.37"
3/9/2022,"308,2","4201,09","3,010.08"
3/8/2022,"298,5","4328,87","3,010.59"
3/7/2022,"314,5","4363,49","2,981.31"
3/4/2022,324,"4386,54","2,936.33"
3/3/2022,"333,7","4306,26","2,865.89"
3/2/2022,"329,4","4373,94","2,826.49"
3/1/2022,"338,6","4384,65","2,840.04"
2/28/2022,"350,5","4288,7","2,871.52"
2/25/2022,"331,1","4225,5","2,881.78"
2/24/2022,"328,7","4304,76","2,797.70"
2/23/2022,"331,6","4348,87","2,819.54"
2/22/2022,"338,6","4380,26","2,896.52"
2/21/2022,"331,2","4475,01","2,942.45"
2/18/2022,"332,9","4471,07","2,964.24"
2/17/2022,"351,3","4401,67","2,930.76"
2/16/2022,"371,8","4418,64","2,977.95"
2/15/2022,"367,6","4504,08","2,980.20"
2/14/2022,366,"4587,18","2,905.94"
2/11/2022,"381,1","4521,54","2,909.33"
2/10/2022,375,"4483,87","2,949.64"
2/9/2022,"376,8","4500,53","2,975.91"
2/8/2022,363,"4477,44","2,983.59"
2/7/2022,"379,2","4589,38","3,009.09"
2/4/2022,388,"4546,54","3,060.29"
2/3/2022,"383,8","4515,55","3,054.26"
2/2/2022,"403,8","4431,85","3,011.45"
2/1/2022,"396,5","4326,51","3,039.18"
1/31/2022,"397,6","4349,93","3,087.98"
1/28/2022,"386,4","4356,45","3,124.93"
1/27/2022,395,"4410,13","3,077.13"
1/26/2022,"395,3","4397,94","3,059.44"
1/25/2022,"373,2","4482,73","3,061.46"
1/24/2022,368,"4532,76","3,052.50"
1/21/2022,"396,4","4577,11","3,113.84"
1/20/2022,395,"4662,85","3,086.62"
1/19/2022,389,"4659,03","3,059.05"
1/18/2022,"381,6","4726,35","3,005.63"
1/17/2022,394,"4713,07","2,955.34"
1/14/2022,"389,8","4670,29","2,979.70"
1/13/2022,"387,2","4677,03","2,975.48"
1/12/2022,"392,5","4696,05","3,005.52"
1/11/2022,"391,9","4700,58","3,025.10"
1/10/2022,"376,3","4793,54","3,082.25"
1/7/2022,391,"4796,56","3,098.60"
1/6/2022,"395,8","4766,18","3,124.21"
1/5/2022,"414,7","4778,73","3,176.19"
1/4/2022,"410,8","4793,06","3,173.12"
1/3/2022,"415,8","4786,35","3,182.06"
12/30/2021,"411,3","4791,19","3,214.19"
12/29/2021,"412,4","4725,79","3,193.39"
12/28/2021,"405,8","4696,56","3,166.14"
12/27/2021,"411,6","4649,23","3,177.54"
12/23/2021,"401,3","4568,02","3,184.62"
12/22/2021,"400,3","4620,64","3,203.03"
12/21/2021,"385,4","4668,67","3,248.12"
12/20/2021,"383,3","4709,85","3,241.43"
12/17/2021,"400,2","4634,09","3,231.73"
12/16/2021,"389,5","4668,97","3,237.07"
12/15/2021,"385,8","4712,02","3,243.95"
12/14/2021,"374,7","4667,45","3,239.28"
12/13/2021,"385,6","4701,21","3,237.70"
12/10/2021,385,"4686,75","3,206.85"
12/9/2021,"382,5","4591,67","3,206.08"
12/8/2021,"379,4","4538,43","3,183.62"
12/7/2021,"379,7","4577,1","3,152.31"
12/6/2021,"359,3","4513,04","3,100.50"
12/3/2021,"359,1",4567,"3,139.75"
12/2/2021,"370,7","4655,27","3,167.33"
12/1/2021,"373,4","4594,62","3,175.11"
11/30/2021,377,"4701,46","3,138.06"
11/29/2021,"385,6","4690,7","3,162.00"
11/26/2021,"397,1","4682,94","3,188.26"
11/25/2021,"398,8","4697,96","3,172.49"
11/24/2021,393,"4704,54","3,196.39"
11/23/2021,383,"4688,67","3,184.17"
11/22/2021,"399,1","4700,9","3,117.31"
11/19/2021,"407,8","4682,8","3,086.44"
11/18/2021,"399,5","4682,85","3,111.17"
11/17/2021,403,"4649,27","3,087.98"
11/16/2021,"397,5","4646,71","3,101.80"
11/15/2021,"387,3","4685,25","3,155.73"
11/12/2021,"397,2","4701,7","3,131.98"
11/11/2021,"395,2","4697,53","3,202.44"
11/10/2021,398,"4680,06","3,198.12"
11/9/2021,"406,8","4660,57","3,196.88"
11/8/2021,"403,9","4630,65","3,201.49"
11/5/2021,"400,6","4613,67","3,219.90"
11/4/2021,"412,7","4605,38","3,226.37"
11/3/2021,"413,1","4596,42","3,221.03"
11/2/2021,"423,6","4551,68","3,230.01"
11/1/2021,"411,6","4574,79","3,226.45"
10/29/2021,"390,5","4566,48","3,223.82"
10/28/2021,"425,8","4544,9","3,201.99"
10/27/2021,"422,7","4549,78","3,201.57"
10/26/2021,423,"4536,19","3,227.80"
10/25/2021,"426,1","4519,63","3,237.44"
10/22/2021,"421,4","4486,46","3,232.26"
10/21/2021,"416,6","4471,37","3,224.63"
10/20/2021,"420,2","4438,26","3,212.35"
10/19/2021,"416,2","4363,8","3,195.67"
10/18/2021,"409,2","4350,65","3,190.54"
10/15/2021,"413,8","4361,19","3,174.73"
10/14/2021,"411,4","4391,34","3,179.44"
10/13/2021,"414,3","4399,76","3,152.05"
10/12/2021,415,"4363,55","3,167.44"
10/11/2021,"414,1","4345,72","3,159.88"
10/8/2021,420,"4300,46","3,151.16"
10/7/2021,"429,2","4357,04","3,152.33"
10/6/2021,"432,2","4307,54","3,147.70"
10/5/2021,"406,4","4359,46","3,136.19"
10/4/2021,"437,2","4352,63","3,114.01"
10/1/2021,"446,6","4443,11","3,109.47"
9/30/2021,"445,1","4455,48","3,084.59"
9/29/2021,"447,5","4448,98","3,039.01"
9/28/2021,"446,2","4395,64","3,024.72"
9/27/2021,"465,1","4354,19","3,031.57"
9/24/2021,"474,2","4357,73","3,043.74"
9/23/2021,"483,3","4432,99","3,046.57"
9/22/2021,"480,8","4473,75","3,015.95"
9/21/2021,"484,6","4480,7","3,016.19"
9/20/2021,"474,9","4443,05","2,992.89"
9/17/2021,485,"4468,73","3,022.83"
9/16/2021,"480,4","4458,58","3,006.60"
9/15/2021,"475,1","4493,28","3,028.75"
9/14/2021,"478,5","4514,07","3,032.70"
9/13/2021,"470,2","4520,03","3,095.56"
9/10/2021,480,"4535,43","3,103.53"
9/9/2021,"491,4","4536,95","3,106.42"
9/8/2021,"499,5","4524,09","3,074.35"
9/7/2021,496,"4522,68","3,049.68"
9/6/2021,"493,7","4528,79","3,046.20"
9/3/2021,487,"4509,37","3,096.61"
9/2/2021,"487,4",4470,"3,122.57"
9/1/2021,480,"4496,19","3,127.71"
8/31/2021,"473,9","4486,23","3,116.08"
8/30/2021,"479,9","4479,53","3,126.10"
8/27/2021,"475,4","4441,67","3,122.07"
8/26/2021,467,"4405,8","3,136.04"
8/25/2021,"467,1","4400,27","3,146.96"
8/24/2021,465,"4448,08","3,158.94"
8/23/2021,478,"4479,71","3,169.64"
8/20/2021,"468,3",4468,"3,163.99"
8/19/2021,"473,5","4460,83","3,161.46"
8/18/2021,540,"4447,7","3,151.66"
8/17/2021,533,"4436,75","3,141.35"
8/16/2021,"518,8","4432,35","3,146.63"
8/13/2021,524,"4436,52","3,133.67"
8/12/2021,"528,8","4429,1","3,110.27"
8/11/2021,"549,2","4402,66","3,125.83"
8/10/2021,"550,8","4423,15","3,122.00"
8/9/2021,556,"4387,16","3,112.57"
8/6/2021,559,"4395,26","3,080.02"
8/5/2021,"563,8","4419,15","3,063.22"
8/4/2021,"568,4","4400,64","3,078.01"
8/3/2021,"566,6","4401,46","3,100.12"
8/2/2021,"552,8","4422,3","3,121.99"
7/30/2021,"549,6","4411,79","3,125.12"
7/29/2021,"551,4","4367,48","3,115.74"
7/28/2021,565,"4358,69","3,109.97"
7/27/2021,"572,6","4323,06","3,099.49"
7/26/2021,"574,4","4258,49","3,097.06"
7/23/2021,"581,6","4327,16","3,098.06"
7/22/2021,"577,6","4360,03","3,102.23"
7/21/2021,"565,8","4374,3","3,085.83"
7/20/2021,556,"4369,21","3,092.51"
7/19/2021,"562,6","4384,63","3,077.11"
7/16/2021,"566,2","4369,55","3,069.25"
7/15/2021,"563,6","4320,82","3,089.82"
7/14/2021,575,"4358,13","3,069.49"
7/13/2021,"573,4","4343,54","3,068.87"
7/12/2021,"568,2","4352,34","3,080.40"
7/9/2021,"551,4","4319,94","3,072.38"
7/8/2021,"582,6","4297,5","3,046.60"
7/7/2021,"586,2","4291,8","3,036.73"
7/6/2021,570,"4290,61","3,005.86"
7/5/2021,562,"4280,7","2,975.55"
7/2/2021,"561,2","4266,49","3,024.65"
7/1/2021,"556,4","4241,84","3,043.52"
6/30/2021,"547,8","4246,44","3,058.59"
6/29/2021,"556,8","4224,79","3,059.28"
6/28/2021,"556,2","4166,45","3,068.27"
6/25/2021,"545,6","4221,86","3,053.12"
6/24/2021,"546,6","4223,7","3,022.24"
6/23/2021,"538,8","4246,59","3,049.66"
6/22/2021,"550,8","4255,15","3,042.63"
6/21/2021,536,"4247,44","3,049.84"
6/18/2021,"543,8","4239,18","3,046.09"
6/17/2021,"539,6","4219,55","3,028.20"
6/16/2021,"534,4","4227,26","3,017.23"
6/15/2021,"534,6","4226,52","3,024.44"
6/14/2021,"521,2","4229,89","3,025.22"
6/11/2021,516,"4192,85","3,024.94"
6/10/2021,"520,4","4208,12","3,013.36"
6/9/2021,"529,8","4202,04","2,998.00"
6/8/2021,"515,4","4204,11","3,001.14"
6/7/2021,"507,2","4200,88","2,982.11"
6/4/2021,"505,8","4195,99","2,954.19"
6/3/2021,"500,4","4188,13","2,996.51"
6/2/2021,"506,8","4197,05","3,008.48"
6/1/2021,520,"4155,86","3,017.27"
5/31/2021,517,"4159,12","3,019.88"
5/28/2021,519,"4115,68","3,012.67"
5/27/2021,512,"4127,83","3,007.46"
5/26/2021,520,"4163,29","2,996.64"
5/25/2021,"514,8","4173,85","3,001.83"
5/21/2021,515,"4112,5","3,000.97"
5/20/2021,"503,6","4063,04","2,997.36"
5/19/2021,"491,4","4152,1","2,972.87"
5/18/2021,"496,9","4188,43","2,985.97"
5/17/2021,"490,1","4232,6","2,982.02"
5/12/2021,"475,1","4201,62","2,975.70"
5/11/2021,"486,9","4167,59","2,979.30"
5/10/2021,504,"4164,66","2,970.64"
5/7/2021,520,"4192,66","2,969.51"
5/6/2021,"505,8","4181,17","2,965.51"
5/5/2021,"543,2","4211,47","2,966.44"
5/4/2021,"541,4","4183,18","2,943.13"
5/3/2021,"566,2","4186,72","2,942.21"
4/29/2021,"558,4","4187,62","2,910.94"
4/28/2021,"558,2","4180,17","2,928.68"
4/27/2021,"566,8","4134,98","2,934.18"
4/26/2021,"563,6","4173,42","2,938.63"
4/23/2021,"559,6","4134,94","2,892.48"
4/22/2021,"554,8","4163,26","2,876.79"
4/21/2021,541,"4185,47","2,928.33"
4/20/2021,"531,4","4170,42","2,961.57"
4/19/2021,535,"4124,66","2,979.41"
4/16/2021,"545,2","4141,59","2,952.03"
4/15/2021,"542,8","4127,99","2,932.84"
4/14/2021,"538,8","4128,8","2,922.50"
4/13/2021,532,"4097,17","2,948.67"
4/12/2021,"515,8","4079,95","2,938.76"
4/9/2021,"525,2","4073,94","2,963.31"
4/8/2021,"517,8","4077,91","2,951.88"
4/7/2021,"506,6","4019,87","2,952.01"
4/6/2021,514,"3972,89","2,956.13"
3/31/2021,"499,4","3958,55","2,946.11"
3/30/2021,494,"3971,09","2,923.91"
3/29/2021,"510,4","3974,54","2,932.98"
3/26/2021,"507,6","3909,52","2,915.78"
3/25/2021,"491,6","3889,14","2,944.05"
3/24/2021,"488,1","3910,52","2,953.35"
3/23/2021,"491,8","3940,59","2,941.75"
3/22/2021,"479,7","3913,1","2,913.53"
3/19/2021,"474,7","3915,46","2,918.19"
3/18/2021,"480,3","3974,12","2,907.25"
3/17/2021,"476,4","3962,71","2,910.10"
3/16/2021,"487,6","3968,94","2,895.61"
3/15/2021,"475,1","3943,34","2,881.15"
3/12/2021,463,"3939,34","2,876.23"
3/11/2021,"471,7","3898,81","2,872.97"
3/10/2021,"460,2","3875,44","2,841.89"
3/9/2021,465,"3821,35","2,840.19"
3/8/2021,"452,5","3841,94","2,811.70"
3/5/2021,"453,2","3768,47","2,805.10"
3/4/2021,"474,7","3819,72","2,811.53"
3/3/2021,"499,5","3870,29","2,814.86"
3/2/2021,525,"3901,82","2,775.05"
3/1/2021,"527,6","3811,15","2,767.26"
2/26/2021,518,"3829,34","2,788.01"
2/25/2021,"528,6","3925,43","2,809.65"
2/24/2021,"521,8","3881,37","2,796.14"
2/23/2021,"527,4","3876,5","2,802.27"
2/22/2021,"542,8","3906,71","2,826.79"
2/19/2021,"548,8","3913,97","2,823.69"
2/18/2021,"548,2","3931,33","2,821.85"
2/17/2021,"543,4","3932,59","2,807.21"
2/16/2021,549,"3934,83","2,806.07"
2/15/2021,559,"3916,38","2,775.34"
2/12/2021,"551,4","3909,88","2,761.82"
2/11/2021,515,"3911,23","2,722.64"
2/10/2021,"510,2","3915,59","2,728.56"
2/9/2021,"514,8","3886,83","2,706.48"
2/8/2021,"509,6","3871,74","2,741.68"
2/5/2021,"507,6","3830,17","2,768.25"
2/4/2021,"497,8","3826,31","2,783.70"
2/3/2021,"491,6","3773,86","2,726.91"
2/2/2021,"496,1","3714,24","2,760.26"
2/1/2021,"484,2","3787,38","2,802.40"
1/29/2021,470,"3750,77","2,789.21"
1/28/2021,"484,1","3849,62","2,788.11"
1/27/2021,"487,1","3855,36","2,806.47"
1/26/2021,"483,2","3841,47","2,802.92"
1/25/2021,493,"3853,07","2,815.98"
1/22/2021,"483,8","3851,85","2,828.15"
1/21/2021,"475,3","3798,91","2,829.67"
1/20/2021,"477,5","3768,25","2,818.85"
1/19/2021,483,"3795,54","2,807.16"
1/18/2021,"467,2","3809,84","2,800.68"
1/15/2021,"464,5","3801,19","2,798.55"
1/14/2021,"468,9","3799,61","2,795.89"
1/13/2021,"461,2","3824,68","2,773.45"
1/12/2021,461,"3803,79","2,757.66"
1/11/2021,"462,7","3748,14","2,737.93"
1/8/2021,"475,6","3726,86","2,731.95"
1/7/2021,"476,3","3700,65","2,697.88"
1/6/2021,472,"3756,07","2,661.69"
1/5/2021,"489,8","3732,04","2,710.60"
1/4/2021,"493,9","3727,04","2,694.42"
12/30/2020,"487,2","3735,36","2,754.12"
12/29/2020,"494,7","3703,06","2,756.87"
12/28/2020,486,"3690,01","2,755.66"
12/23/2020,485,"3687,26","2,765.57"
12/22/2020,"489,8","3694,92","2,761.48"
12/21/2020,"479,9","3709,41","2,732.48"
12/18/2020,"486,4","3722,48","2,713.49"
12/17/2020,"488,7","3701,17","2,714.81"
12/16/2020,"494,7","3694,62","2,738.09"
12/15/2020,485,"3647,49","2,739.87"
12/14/2020,"493,5","3663,46","2,734.40"
12/11/2020,"492,5","3668,1","2,730.05"
12/10/2020,"487,1","3672,82","2,753.31"
12/9/2020,"485,1","3702,25","2,734.19"
12/8/2020,"480,6","3691,96","2,699.51"
12/7/2020,477,"3699,12","2,684.18"
12/4/2020,474,"3666,72","2,670.04"
12/3/2020,"476,7","3669,01","2,690.04"
12/2/2020,488,"3662,45","2,690.04"
12/1/2020,"491,4","3621,63","2,686.06"
11/30/2020,508,"3638,35","2,682.18"
11/27/2020,"501,4","3629,65","2,676.80"
11/26/2020,"486,3","3635,41","2,659.27"
11/25/2020,"482,4","3577,59","2,659.04"
11/24/2020,"473,1","3557,54","2,651.41"
11/23/2020,"481,2","3581,87","2,643.07"
